Approved_symbol	Chromosome	NCBI_Gene_ID	Chromosome_number	Arm_name	Region_name	Chromosome_arm
PDCD5	19q13.11	9141	19	q	13.11	19q
PDCD5P1	12p12.3	100527946	12	p	12.3	12p
PDCD5P2	5q13.3	100527947	5	q	13.3	5q
PDCD6	5p15.33	10016	5	p	15.33	5p
PDCD6-AHRR	5p15.33	116412618	5	p	15.33	5p
PDCD6-DT	5p15.33	102467073	5	p	15.33	5p
PDCD6IP	3p22.3	10015	3	p	22.3	3p
PDCD6IP-DT	3p22.3	105377023	3	p	22.3	3p
PDCD6IPP1	15q11.2	100861430	15	q	11.2	15q
PDCD6IPP2	15q13.1	646278	15	q	13.1	15q
PDCD6P1	5p15.33	728613	5	p	15.33	5p
PDCD7	15q22.31	10081	15	q	22.31	15q
PDCD10	3q26.1	11235	3	q	26.1	3q
PDCD11	10q24.33	22984	10	q	24.33	10q
PDCL	9q33.2	5082	9	q	33.2	9q
PDCL2	4q12	132954	4	q	12	4q
PDCL2P1	Xp22.11	653707	X	p	22.11	Xp
PDCL2P2	11q13.1	106480295	11	q	13.1	11q
PDCL3	2q11.2	79031	2	q	11.2	2q
PDCL3P1	8q12.1	392225	8	q	12.1	8q
PDCL3P2	8q22.3	643831	8	q	22.3	8q
PDCL3P3	3p24.3	100132683	3	p	24.3	3p
PDCL3P4	3q12.3	285359	3	q	12.3	3q
PDCL3P5	6q25.1	644850	6	q	25.1	6q
PDCL3P6	1p32.3	100419023	1	p	32.3	1p
PDCL3P7	12q14.3	390340	12	q	14.3	12q
PDE1A	2q32.1	5136	2	q	32.1	2q
PDE1B	12q13.2	5153	12	q	13.2	12q
PDE1C	7p14.3	5137	7	p	14.3	7p
PDE2A	11q13.4	5138	11	q	13.4	11q
PDE2A-AS1	11q13.4	105369379	11	q	13.4	11q
PDE2A-AS2	11q13.4	105369378	11	q	13.4	11q
PDE3A	12p12.2	5139	12	p	12.2	12p
PDE3B	11p15.2	5140	11	p	15.2	11p
PDE4A	19p13.2	5141	19	p	13.2	19p
PDE4B	1p31.3	5142	1	p	31.3	1p
PDE4B-AS1	1p31.3	101927139	1	p	31.3	1p
PDE4C	19p13.11	5143	19	p	13.11	19p
PDE4D	5q11.2-q12.1	5144	5	q	11.2	5q
PDE4DIP	1q21.2	9659	1	q	21.2	1q
PDE4DIPP1	1q21.2	728920	1	q	21.2	1q
PDE4DIPP2	1p11.2	100996724	1	p	11.2	1p
PDE4DIPP3	1q21.1	199882	1	q	21.1	1q
PDE4DIPP4	1p11.2	101929798	1	p	11.2	1p
PDE4DIPP5	1q21.1	101060254	1	q	21.1	1q
PDE4DIPP6	1q21.2	100132057	1	q	21.2	1q
PDE4DIPP7	1q21.2	102723955	1	q	21.2	1q
PDE4DIPP8	1p36.13	100421267	1	p	36.13	1p
PDE4DIPP9	1p36.13	100421279	1	p	36.13	1p
PDE4DIPP10	1p36.12	100421269	1	p	36.12	1p
PDE5A	4q26	8654	4	q	26	4q
PDE6A	5q32	5145	5	q	32	5q
PDE6B	4p16.3	5158	4	p	16.3	4p
PDE6B-AS1	4p16.3	101928521	4	p	16.3	4p
PDE6C	10q23.33	5146	10	q	23.33	10q
PDE6D	2q37.1	5147	2	q	37.1	2q
PDE6G	17q25.3	5148	17	q	25.3	17q
PDE6H	12p12.3	5149	12	p	12.3	12p
PDE7A	8q13.1	5150	8	q	13.1	8q
PDE7B	6q23.3	27115	6	q	23.3	6q
PDE7B-AS1	6q23.3	644135	6	q	23.3	6q
PDE8A	15q25.3	5151	15	q	25.3	15q
PDE8B	5q13.3	8622	5	q	13.3	5q
PDE9A	21q22.3	5152	21	q	22.3	21q
PDE9A-AS1	21q22.3	101928284	21	q	22.3	21q
PDE10A	6q27	10846	6	q	27	6q
PDE11A	2q31.2	50940	2	q	31.2	2q
PDE11A-AS1	2q31.2	105373764	2	q	31.2	2q
PDE12	3p14.3	201626	3	p	14.3	3p
PDF	16q22.1	64146	16	q	22.1	16q
PDGFA	7p22.3	5154	7	p	22.3	7p
PDGFA-DT	7p22.3	441307	7	p	22.3	7p
PDGFB	22q13.1	5155	22	q	13.1	22q
PDGFC	4q32.1	56034	4	q	32.1	4q
PDGFD	11q22.3	80310	11	q	22.3	11q
PDGFDDN	11q22.3	105369464	11	q	22.3	11q
PDGFRA	4q12	5156	4	q	12	4q
PDGFRB	5q32	5159	5	q	32	5q
PDGFRL	8p22	5157	8	p	22	8p
PDHA1	Xp22.12	5160	X	p	22.12	Xp
PDHA1P1	3p14.3	100132534	3	p	14.3	3p
PDHA2	4q22.3	5161	4	q	22.3	4q
PDHB	3p14.3	5162	3	p	14.3	3p
PDHX	11p13	8050	11	p	13	11p
PDIA2	16p13.3	64714	16	p	13.3	16p
PDIA3	15q15.3	2923	15	q	15.3	15q
PDIA3P1	1q21.1	171423	1	q	21.1	1q
PDIA4	7q36.1	9601	7	q	36.1	7q
PDIA5	3q21.1	10954	3	q	21.1	3q
PDIA6	2p25.1	10130	2	p	25.1	2p
PDIK1L	1p36.11	149420	1	p	36.11	1p
PDILT	16p12.3	204474	16	p	12.3	16p
PDK1	2q31.1	5163	2	q	31.1	2q
PDK1-AS1	2q31.1	124900513	2	q	31.1	2q
PDK1P1	9p21.1	100421194	9	p	21.1	9p
PDK1P2	Xq21.1	100129843	X	q	21.1	Xq
PDK2	17q21.33	5164	17	q	21.33	17q
PDK3	Xp22.11	5165	X	p	22.11	Xp
PDK4	7q21.3	5166	7	q	21.3	7q
PDK4-AS1	7q21.3	107986824	7	q	21.3	7q
PDLIM1	10q23.33	9124	10	q	23.33	10q
PDLIM1P1	14q21.3	326616	14	q	21.3	14q
PDLIM1P2	17p11.2	100419426	17	p	11.2	17p
PDLIM1P3	17q11.1	100419427	17	q	11.1	17q
PDLIM1P4	3q12.1	100419185	3	q	12.1	3q
PDLIM2	8p21.3	64236	8	p	21.3	8p
PDLIM3	4q35.1	27295	4	q	35.1	4q
PDLIM4	5q31.1	8572	5	q	31.1	5q
PDLIM5	4q22.3	10611	4	q	22.3	4q
PDLIM7	5q35.3	9260	5	q	35.3	5q
PDP1	8q22.1	54704	8	q	22.1	8q
PDP2	16q22.1	57546	16	q	22.1	16q
PDPK1	16p13.3	5170	16	p	13.3	16p
PDPK2P	16p13.3	653650	16	p	13.3	16p
PDPN	1p36.21	10630	1	p	36.21	1p
PDPR	16q22.1	55066	16	q	22.1	16q
PDPR2P	16q23.1	283922	16	q	23.1	16q
PDRG1	20q11.21	81572	20	q	11.21	20q
PDS5A	4p14	23244	4	p	14	4p
PDS5B	13q13.1	23047	13	q	13.1	13q
PDS5B-DT	13q13.1	107984584	13	q	13.1	13q
PDSS1	10p12.1	23590	10	p	12.1	10p
PDSS1P1	9p24.1	100129248	9	p	24.1	9p
PDSS1P2	2p21 not on reference assembly	100996500	2	p	21	2p
PDSS2	6q21	57107	6	q	21	6q
PDX1	13q12.2	3651	13	q	12.2	13q
PDXDC1	16p13.11	23042	16	p	13.11	16p
PDXDC2P	16q22.1	109731405	16	q	22.1	16q
PDXDC2P-NPIPB14P	16q22.1	283970	16	q	22.1	16q
PDXK	21q22.3	8566	21	q	22.3	21q
PDXP	22q13.1	57026	22	q	13.1	22q
PDXP-DT	22q13.1	101927051	22	q	13.1	22q
PDYN	20p13	5173	20	p	13	20p
PDYN-AS1	20p13	727993	20	p	13	20p
PDZD2	5p13.3	23037	5	p	13.3	5p
PDZD4	Xq28	57595	X	q	28	Xq
PDZD7	10q24.31	79955	10	q	24.31	10q
PDZD8	10q25.3-q26.11	118987	10	q	25.3	10q
PDZD9	16p12.2	255762	16	p	12.2	16p
PDZD11	Xq13.1	51248	X	q	13.1	Xq
PDZK1	1q21.1	5174	1	q	21.1	1q
PDZK1IP1	1p33	10158	1	p	33	1p
PDZK1P1	1q21.2	100034743	1	q	21.2	1q
PDZRN3	3p13	23024	3	p	13	3p
PDZRN3-AS1	3p13	101927249	3	p	13	3p
PDZRN4	12q12	29951	12	q	12	12q
PEA15	1q23.2	8682	1	q	23.2	1q
PEAK1	15q24.3	79834	15	q	24.3	15q
PEAK3	19p13.3	374872	19	p	13.3	19p
PEAR1	1q23.1	375033	1	q	23.1	1q
PEBP1	12q24.23	5037	12	q	24.23	12q
PEBP1P1	14q32.2	326614	14	q	32.2	14q
PEBP1P2	2p11.2	647307	2	p	11.2	2p
PEBP1P3	1q31.3	100129570	1	q	31.3	1q
PEBP4	8p21.3	157310	8	p	21.3	8p
PECAM1	17q23.3	5175	17	q	23.3	17q
PECR	2q35	55825	2	q	35	2q
PEDS1	20q13.13	387521	20	q	13.13	20q
PEDS1-UBE2V1	20q13.13	387522	20	q	13.13	20q
PEF1	1p35.2	553115	1	p	35.2	1p
PEF1-AS1	1p35.2	107985471	1	p	35.2	1p
PEG3	19q13.43	5178	19	q	13.43	19q
PEG3-AS1	19q13.43	100169890	19	q	13.43	19q
PEG10	7q21.3	23089	7	q	21.3	7q
PEG13	8q24.3	359809	8	q	24.3	8q
PELATON	20q13.13	100506115	20	q	13.13	20q
PELI1	2p14	57162	2	p	14	2p
PELI2	14q22.3	57161	14	q	22.3	14q
PELI3	11q13.2	246330	11	q	13.2	11q
PELO	5q11.2	53918	5	q	11.2	5q
PELP1	17p13.2	27043	17	p	13.2	17p
PELP1-DT	17p13.2	101559451	17	p	13.2	17p
PEMT	17p11.2	10400	17	p	11.2	17p
PENK	8q12.1	5179	8	q	12.1	8q
PENK-AS1	8q12.1	101929415	8	q	12.1	8q
PEPB	12q21	5182	12	q	21	12q
PEPC	1q25	5183	1	q	25	1q
PEPD	19q13.11	5184	19	q	13.11	19q
PEPE	17q23-qter	5185	17	q	23	17q
PER1	17p13.1	5187	17	p	13.1	17p
PER2	2q37.3	8864	2	q	37.3	2q
PER3	1p36.23	8863	1	p	36.23	1p
PER3P1	7p21.3	168741	7	p	21.3	7p
PERCC1	16p13.3	105371045	16	p	13.3	16p
PERM1	1p36.33	84808	1	p	36.33	1p
PERP	6q23.3	64065	6	q	23.3	6q
PERPP2	15q26.1	124903553	15	q	26.1	15q
PES1	22q12.2	23481	22	q	12.2	22q
PES1P1	4q28.3	345016	4	q	28.3	4q
PES1P2	9p23	347193	9	p	23	9p
PET100	19p13.2	100131801	19	p	13.2	19p
PET100P1	3q27.3	100287402	3	q	27.3	3q
PET117	20p11.23	100303755	20	p	11.23	20p
PET117P1	7q21.13	100128464	7	q	21.13	7q
PEX1	7q21.2	5189	7	q	21.2	7q
PEX2	8q21.13	5828	8	q	21.13	8q
PEX3	6q24.2	8504	6	q	24.2	6q
PEX5	12p13.31	5830	12	p	13.31	12p
PEX5L	3q26.33	51555	3	q	26.33	3q
PEX5L-AS2	3q26.33	101928790	3	q	26.33	3q
PEX6	6p21.1	5190	6	p	21.1	6p
PEX7	6q23.3	5191	6	q	23.3	6q
PEX10	1p36.32	5192	1	p	36.32	1p
PEX11A	15q26.1	8800	15	q	26.1	15q
PEX11B	1q21.1	8799	1	q	21.1	1q
PEX11G	19p13.2	92960	19	p	13.2	19p
PEX12	17q12	5193	17	q	12	17q
PEX12P1	13q31.3	121727	13	q	31.3	13q
PEX13	2p15	5194	2	p	15	2p
PEX14	1p36.22	5195	1	p	36.22	1p
PEX16	11p11.2	9409	11	p	11.2	11p
PEX19	1q23.2	5824	1	q	23.2	1q
PEX26	22q11.21	55670	22	q	11.21	22q
PF4	4q13.3	5196	4	q	13.3	4q
PF4V1	4q13.3	5197	4	q	13.3	4q
PFAS	17p13.1	5198	17	p	13.1	17p
PFDN1	5q31.3	5201	5	q	31.3	5q
PFDN1P2	4p15.32	100288771	4	p	15.32	4p
PFDN2	1q23.3	5202	1	q	23.3	1q
PFDN4	20q13.2	5203	20	q	13.2	20q
PFDN5	12q13.13	5204	12	q	13.13	12q
PFDN6	6p21.32	10471	6	p	21.32	6p
PFKFB1	Xp11.21	5207	X	p	11.21	Xp
PFKFB2	1q32.1	5208	1	q	32.1	1q
PFKFB3	10p15.1	5209	10	p	15.1	10p
PFKFB3-AS1	10p15.1	124902371	10	p	15.1	10p
PFKFB4	3p21.31	5210	3	p	21.31	3p
PFKL	21q22.3	5211	21	q	22.3	21q
PFKM	12q13.11	5213	12	q	13.11	12q
PFKP	10p15.2	5214	10	p	15.2	10p
PFKP-DT	10p15.2	101927824	10	p	15.2	10p
PFN1	17p13.2	5216	17	p	13.2	17p
PFN1P1	1q24.3	730138	1	q	24.3	1q
PFN1P2	1p11.2	767846	1	p	11.2	1p
PFN1P3	1q21.1	200025	1	q	21.1	1q
PFN1P4	1q21.2	767851	1	q	21.2	1q
PFN1P6	1q21.1	645126	1	q	21.1	1q
PFN1P9	1p12	767850	1	p	12	1p
PFN1P10	1p36.12	767853	1	p	36.12	1p
PFN1P12	1q21.1	647569	1	q	21.1	1q
PFN2	3q25.1	5217	3	q	25.1	3q
PFN3	5q35.3	345456	5	q	35.3	5q
PFN4	2p23.3	375189	2	p	23.3	2p
PGA3	11q12.2	643834	11	q	12.2	11q
PGA4	11q12.2	643847	11	q	12.2	11q
PGA5	11q12.2	5222	11	q	12.2	11q
PGAM1	10q24.1	5223	10	q	24.1	10q
PGAM1P1	5q11.2	100130514	5	q	11.2	5q
PGAM1P2	9p13.3	392310	9	p	13.3	9p
PGAM1P4	3p25.3	391508	3	p	25.3	3p
PGAM1P5	12q22	100132594	12	q	22	12q
PGAM1P6	2p23.3	100420567	2	p	23.3	2p
PGAM1P7	Xp11.3	100420650	X	p	11.3	Xp
PGAM1P8	11q13.1	440043	11	q	13.1	11q
PGAM1P9	11q14.3	100420681	11	q	14.3	11q
PGAM1P10	6q13	100420633	6	q	13	6q
PGAM1P11	1p36.22	100420660	1	p	36.22	1p
PGAM1P12	15q26.2	390643	15	q	26.2	15q
PGAM1P13	8q23.1	100129815	8	q	23.1	8q
PGAM2	7p13	5224	7	p	13	7p
PGAM3P	20p12.2	170535	20	p	12.2	20p
PGAM4	Xq21.1	441531	X	q	21.1	Xq
PGAM4P1	Xp11.22	100421178	X	p	11.22	Xp
PGAM4P2	4q26	100131611	4	q	26	4q
PGAM5	12q24.33	192111	12	q	24.33	12q
PGAM5P1	5q21.3	100421133	5	q	21.3	5q
PGAP1	2q33.1	80055	2	q	33.1	2q
PGAP2	11p15.4	27315	11	p	15.4	11p
PGAP3	17q12	93210	17	q	12	17q
PGAP4	9q31.1	84302	9	q	31.1	9q
PGAP6	16p13.3	58986	16	p	13.3	16p
PGBD1	6p22.1	84547	6	p	22.1	6p
PGBD2	1q44	267002	1	q	44	1q
PGBD3	10q11	267004	10	q	11	10q
PGBD3P1	12q13.12	267005	12	q	13.12	12q
PGBD3P2	5p13.3	267006	5	p	13.3	5p
PGBD3P3	12q24.2	267007	12	q	24.2	12q
PGBD3P4	4p14	267008	4	p	14	4p
PGBD4	15q14	161779	15	q	14	15q
PGBD4P2	20q13.12	100421228	20	q	13.12	20q
PGBD4P3	5q32	100421136	5	q	32	5q
PGBD4P4	4q28.3	100421146	4	q	28.3	4q
PGBD4P5	2p11.2	100421123	2	p	11.2	2p
PGBD4P6	Xq27.3	100421180	X	q	27.3	Xq
PGBD4P7	1p21.3	100421182	1	p	21.3	1p
PGBD4P8	1p32.1	100421185	1	p	32.1	1p
PGBD5	1q42.13	79605	1	q	42.13	1q
PGBP	1p13.2	441897	1	p	13.2	1p
PGC	6p21.1	5225	6	p	21.1	6p
PGD	1p36.22	5226	1	p	36.22	1p
PGDP1	18q12.1	342705	18	q	12.1	18q
PGDP2	12q21.2	100129649	12	q	21.2	12q
PGF	14q24.3	5228	14	q	24.3	14q
PGGHG	11p15.5	80162	11	p	15.5	11p
PGGT1B	5q22.3	5229	5	q	22.3	5q
PGGT1BP1	10q11.23	653895	10	q	11.23	10q
PGGT1BP2	10q22.3	100132402	10	q	22.3	10q
PGK1	Xq21.1	5230	X	q	21.1	Xq
PGK1P1	Xq12	5231	X	q	12	Xq
PGK1P2	19p13.2	5233	19	p	13.2	19p
PGK2	6p12.3	5232	6	p	12.3	6p
PGLS	19p13.11	25796	19	p	13.11	19p
PGLS-DT	19p13.11	100507551	19	p	13.11	19p
PGLYRP1	19q13.32	8993	19	q	13.32	19q
PGLYRP2	19p13.12	114770	19	p	13.12	19p
PGLYRP3	1q21.3	114771	1	q	21.3	1q
PGLYRP4	1q21.3	57115	1	q	21.3	1q
PGM1	1p31.3	5236	1	p	31.3	1p
PGM2	4p14	55276	4	p	14	4p
PGM2L1	11q13.4	283209	11	q	13.4	11q
PGM3	6q14.1	5238	6	q	14.1	6q
PGM5	9q21.11	5239	9	q	21.11	9q
PGM5-AS1	9q21.11	572558	9	q	21.11	9q
PGM5P1	9q12 not on reference assembly	653394	9	q	12	9q
PGM5P2	9p11.2	595135	9	p	11.2	9p
PGM5P3	9p24.3	101929157	9	p	24.3	9p
PGM5P3-AS1	9p24.3	101929127	9	p	24.3	9p
PGM5P4-AS1	2q14.1	103344932	2	q	14.1	2q
PGP	16p13.3	283871	16	p	13.3	16p
PGPEP1	19p13.11	54858	19	p	13.11	19p
PGPEP1L	15q26.3	145814	15	q	26.3	15q
PGR	11q22.1	5241	11	q	22.1	11q
PGR-AS1	11q22.1	101054525	11	q	22.1	11q
PGRMC1	Xq24	10857	X	q	24	Xq
PGRMC2	4q28.2	10424	4	q	28.2	4q
PGS1	17q25.3	9489	17	q	25.3	17q
PHACTR1	6p24.1	221692	6	p	24.1	6p
PHACTR2	6q24.2	9749	6	q	24.2	6q
PHACTR2-AS1	6q24.2	285740	6	q	24.2	6q
PHACTR2P1	10q26.11	100533676	10	q	26.11	10q
PHACTR3	20q13.32-q13.33	116154	20	q	13.32	20q
PHACTR3-AS1	20q13.32	100506384	20	q	13.32	20q
PHACTR4	1p35.3	65979	1	p	35.3	1p
PHAF1	16q22.1	80262	16	q	22.1	16q
PHAX	5q23.2	51808	5	q	23.2	5q
PHB1	17q21.33	5245	17	q	21.33	17q
PHB1P1	6q25.1	5246	6	q	25.1	6q
PHB1P2	11p11.2	100418837	11	p	11.2	11p
PHB1P3	1p32.1	391044	1	p	32.1	1p
PHB1P4	2q24.1	100418774	2	q	24.1	2q
PHB1P7	9q21.33	548599	9	q	21.33	9q
PHB1P8	3q13.33	100418804	3	q	13.33	3q
PHB1P9	10q24.31	100289414	10	q	24.31	10q
PHB1P10	Xq22.3	100418815	X	q	22.3	Xq
PHB1P11	1q41	644214	1	q	41	1q
PHB1P12	1p32.3	100418820	1	p	32.3	1p
PHB1P13	13q13.3	100418843	13	q	13.3	13q
PHB1P15	7q11.23	100873752	7	q	11.23	7q
PHB1P16	11q21	100128102	11	q	21	11q
PHB1P17	11q24.1	106480420	11	q	24.1	11q
PHB1P18	12q13.11	390311	12	q	13.11	12q
PHB1P19	12q13.13	494150	12	q	13.13	12q
PHB1P20	15q24.1	100130579	15	q	24.1	15q
PHB1P21	16q12.2	390730	16	q	12.2	16q
PHB2	12p13.31	11331	12	p	13.31	12p
PHB2P1	10q25.1	645318	10	q	25.1	10q
PHC1	12p13.31	1911	12	p	13.31	12p
PHC1P1	12q13.2	653441	12	q	13.2	12q
PHC2	1p35.1	1912	1	p	35.1	1p
PHC2-AS1	1p35.1	101929464	1	p	35.1	1p
PHC3	3q26.2	80012	3	q	26.2	3q
PHETA1	12q24.12	144717	12	q	24.12	12q
PHETA2	22q13.2	150368	22	q	13.2	22q
PHEX	Xp22.11	5251	X	p	22.11	Xp
PHF1	6p21.32	5252	6	p	21.32	6p
PHF2	9q22.31	5253	9	q	22.31	9q
PHF2P1	13q11	266695	13	q	11	13q
PHF3	6q12	23469	6	q	12	6q
PHF5A	22q13.2	84844	22	q	13.2	22q
PHF5AP1	19p13.11	450232	19	p	13.11	19p
PHF5AP2	3q13.2	450238	3	q	13.2	3q
PHF5AP3	3p21.31	450239	3	p	21.31	3p
PHF5AP4	Xq23	450246	X	q	23	Xq
PHF5AP5	2q24.3	450234	2	q	24.3	2q
PHF5AP6	15q26.3	450250	15	q	26.3	15q
PHF5AP7	3q23	100289442	3	q	23	3q
PHF6	Xq26.2	84295	X	q	26.2	Xq
PHF7	3p21.1	51533	3	p	21.1	3p
PHF8	Xp11.22	23133	X	p	11.22	Xp
PHF10	6q27	55274	6	q	27	6q
PHF10P1	Xq28	158905	X	q	28	Xq
PHF10P2	22q11.23	100419673	22	q	11.23	22q
PHF11	13q14.2	51131	13	q	14.2	13q
PHF12	17q11.2	57649	17	q	11.2	17q
PHF13	1p36.31	148479	1	p	36.31	1p
PHF14	7p21.3	9678	7	p	21.3	7p
PHF19	9q33.2	26147	9	q	33.2	9q
PHF20	20q11.22-q11.23	51230	20	q	11.22	20q
PHF20L1	8q24.22	51105	8	q	24.22	8q
PHF21A	11p11.2	51317	11	p	11.2	11p
PHF21B	22q13.31	112885	22	q	13.31	22q
PHF23	17p13.1	79142	17	p	13.1	17p
PHF24	9p13.3	23349	9	p	13.3	9p
PHGDH	1p12	26227	1	p	12	1p
PHGR1	15q15.1	644844	15	q	15.1	15q
PHIP	6q14.1	55023	6	q	14.1	6q
PHKA1	Xq13.1	5255	X	q	13.1	Xq
PHKA1-AS1	Xq13.1	101928259	X	q	13.1	Xq
PHKA1P1	1p22.2	646780	1	p	22.2	1p
PHKA2	Xp22.13	5256	X	p	22.13	Xp
PHKA2-AS1	Xp22.13	100132163	X	p	22.13	Xp
PHKB	16q12.1	5257	16	q	12.1	16q
PHKBP1	20p12.3	5258	20	p	12.3	20p
PHKBP2	14q13.3	5259	14	q	13.3	14q
PHKG1	7p11.2	5260	7	p	11.2	7p
PHKG1P1	7q11.21	643941	7	q	11.21	7q
PHKG1P2	7q11.21	644032	7	q	11.21	7q
PHKG1P3	11p11.12	5262	11	p	11.12	11p
PHKG1P4	7p11.2	100151641	7	p	11.2	7p
PHKG2	16p11.2	5261	16	p	11.2	16p
PHLDA1	12q21.2	22822	12	q	21.2	12q
PHLDA2	11p15.4	7262	11	p	15.4	11p
PHLDA3	1q32.1	23612	1	q	32.1	1q
PHLDB1	11q23.3	23187	11	q	23.3	11q
PHLDB2	3q13.2	90102	3	q	13.2	3q
PHLDB3	19q13.31	653583	19	q	13.31	19q
PHLPP1	18q21.33	23239	18	q	21.33	18q
PHLPP2	16q22.2	23035	16	q	22.2	16q
PHOSPHO1	17q21.32	162466	17	q	21.32	17q
PHOSPHO2	2q31.1	493911	2	q	31.1	2q
PHOX2A	11q13.4	401	11	q	13.4	11q
PHOX2B	4p13	8929	4	p	13	4p
PHOX2B-AS1	4p13	105374425	4	p	13	4p
PHPT1	9q34.3	29085	9	q	34.3	9q
PHRF1	11p15.5	57661	11	p	15.5	11p
PHTF1	1p13.2	10745	1	p	13.2	1p
PHTF2	7q11.23-q21.11	57157	7	q	11.23	7q
PHYH	10p13	5264	10	p	13	10p
PHYHD1	9q34.11	254295	9	q	34.11	9q
PHYHIP	8p21.3	9796	8	p	21.3	8p
PHYHIPL	10q21.1	84457	10	q	21.1	10q
PHYKPL	5q35.3	85007	5	q	35.3	5q
PI3	20q13.12	5266	20	q	13.12	20q
PI4K2A	10q24.2	55361	10	q	24.2	10q
PI4K2B	4p15.2	55300	4	p	15.2	4p
PI4KA	22q11.21	5297	22	q	11.21	22q
PI4KAP1	22q11.21	728233	22	q	11.21	22q
PI4KAP2	22q11.21	375133	22	q	11.21	22q
PI4KB	1q21.3	5298	1	q	21.3	1q
PI15	8q21.13	51050	8	q	21.13	8q
PI16	6p21.2	221476	6	p	21.2	6p
PIANP	12p13.31	196500	12	p	13.31	12p
PIAS1	15q23	8554	15	q	23	15q
PIAS2	18q21.1	9063	18	q	21.1	18q
PIAS3	1q21.1	10401	1	q	21.1	1q
PIAS4	19p13.3	51588	19	p	13.3	19p
PIBF1	13q21.33-q22.1	10464	13	q	21.33	13q
PICALM	11q14.2	8301	11	q	14.2	11q
PICART1	17q21.33	284080	17	q	21.33	17q
PICK1	22q13.1	9463	22	q	13.1	22q
PICSAR	21q22.3	378825	21	q	22.3	21q
PID1	2q36.3	55022	2	q	36.3	2q
PIDD1	11p15.5	55367	11	p	15.5	11p
PIERCE1	9q34.3	138162	9	q	34.3	9q
PIERCE2	15q21.3	145788	15	q	21.3	15q
PIEZO1	16q24.3	9780	16	q	24.3	16q
PIEZO1-AS1	16q24.3	339059	16	q	24.3	16q
PIEZO1P1	20q13.32	128615	20	q	13.32	20q
PIEZO1P2	20q13.32	100874493	20	q	13.32	20q
PIEZO2	18p11.22-p11.21	63895	18	p	11.22	18p
PIF1	15q22.31	80119	15	q	22.31	15q
PIGA	Xp22.2	5277	X	p	22.2	Xp
PIGAP1	12q23.1	5278	12	q	23.1	12q
PIGB	15q21.3	9488	15	q	21.3	15q
PIGBOS1	15q21.3	101928527	15	q	21.3	15q
PIGC	1q24.3	5279	1	q	24.3	1q
PIGCP1	11p13	5280	11	p	13	11p
PIGCP2	7q31.1	100128307	7	q	31.1	7q
PIGF	2p21	5281	2	p	21	2p
PIGFP1	5q35.3	5282	5	q	35.3	5q
PIGFP2	9q33.3	100422349	9	q	33.3	9q
PIGFP3	Xp21.2	100129049	X	p	21.2	Xp
PIGG	4p16.3	54872	4	p	16.3	4p
PIGH	14q24.1	5283	14	q	24.1	14q
PIGHP1	15q22.2	644761	15	q	22.2	15q
PIGK	1p31.1	10026	1	p	31.1	1p
PIGL	17p11.2	9487	17	p	11.2	17p
PIGM	1q23.2	93183	1	q	23.2	1q
PIGN	18q21.33	23556	18	q	21.33	18q
PIGO	9p13.3	84720	9	p	13.3	9p
PIGP	21q22.13	51227	21	q	22.13	21q
PIGPP3	20q11.22	100128033	20	q	11.22	20q
PIGQ	16p13.3	9091	16	p	13.3	16p
PIGQP1	1p32.2	106480812	1	p	32.2	1p
PIGR	1q32.1	5284	1	q	32.1	1q
PIGS	17q11.2	94005	17	q	11.2	17q
PIGT	20q13.12	51604	20	q	13.12	20q
PIGU	20q11.22	128869	20	q	11.22	20q
PIGUP1	9q21.12	100422342	9	q	21.12	9q
PIGV	1p36.11	55650	1	p	36.11	1p
PIGW	17q12	284098	17	q	12	17q
PIGX	3q29	54965	3	q	29	3q
PIGY	4q22.1	84992	4	q	22.1	4q
PIGY-DT	4q22.1	101929134	4	q	22.1	4q
PIGZ	3q29	80235	3	q	29	3q
PIH1D1	19q13.33	55011	19	q	13.33	19q
PIH1D2	11q23.1	120379	11	q	23.1	11q
PIK3AP1	10q24.1	118788	10	q	24.1	10q
PIK3C2A	11p15.1	5286	11	p	15.1	11p
PIK3C2B	1q32.1	5287	1	q	32.1	1q
PIK3C2G	12p12.3	5288	12	p	12.3	12p
PIK3C3	18q12.3	5289	18	q	12.3	18q
PIK3CA	3q26.32	5290	3	q	26.32	3q
PIK3CA-DT	3q26.32	101928739	3	q	26.32	3q
PIK3CB	3q22.3	5291	3	q	22.3	3q
PIK3CD	1p36.22	5293	1	p	36.22	1p
PIK3CD-AS1	1p36.22	644997	1	p	36.22	1p
PIK3CD-AS2	1p36.22	101929074	1	p	36.22	1p
PIK3CDP1	2p25.2	391349	2	p	25.2	2p
PIK3CG	7q22.3	5294	7	q	22.3	7q
PIK3IP1	22q12.2	113791	22	q	12.2	22q
PIK3IP1-DT	22q12.2	101929760	22	q	12.2	22q
PIK3R1	5q13.1	5295	5	q	13.1	5q
PIK3R2	19p13.11	5296	19	p	13.11	19p
PIK3R3	1p34.1	8503	1	p	34.1	1p
PIK3R4	3q22.1	30849	3	q	22.1	3q
PIK3R5	17p13.1	23533	17	p	13.1	17p
PIK3R5-DT	17p13.1	101928235	17	p	13.1	17p
PIK3R6	17p13.1	146850	17	p	13.1	17p
PIKFYVE	2q34	200576	2	q	34	2q
PILRA	7q22.1	29992	7	q	22.1	7q
PILRB	7q22.1	29990	7	q	22.1	7q
PIM1	6p21.2	5292	6	p	21.2	6p
