NCBI GeneID	Symbol	Description	Common Name	Transcripts
100533794	MARK2P15	MARK2 pseudogene 15	human	
100533795	MARK2P16	MARK2 pseudogene 16	human	
100533800	BMPR1AP2	bone morphogenetic protein receptor type 1A pseudogene 2	human	
100533814	TCAF2C	TRPM8 channel associated factor 2C	human	
100533842	LOC100533842	ATP binding cassette subfamily G member 2 (Junior blood group) pseudogene	human	
100533843	LOC100533843	karyopherin subunit alpha 2 pseudogene	human	
100533844	TARS2P1	TARS2 pseudogene 1	human	
100533845	LOC100533845	UDP glucuronosyltransferase family 2 member A3 pseudogene	human	
100533846	LOC100533846	solute carrier family 30 member 5 pseudogene	human	
100533847	TYW1P1	tRNA-yW synthesizing protein 1 homolog pseudogene 1	human	
100533848	LOC100533848	ATPase H+/K+ transporting non-gastric alpha2 subunit pseudogene	human	
100533849	MAPKAPK5P1	MAPKAPK5 pseudogene 1	human	
100533850	MPHOSPH10P7	MPHOSPH10 pseudogene 7	human	
100533851	ATP8A2P2	ATPase phospholipid transporting 8A2 pseudogene 2	human	
100533852	LOC100533852	nuclear factor kappa B subunit 2 pseudogene	human	
100533853	LOC100533853	THAP domain containing 12 pseudogene	human	
100533952	RBAK-RBAKDN	RBAK-RBAKDN readthrough	human	1
100533955	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate)	human	1
100533970	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)	human	1
100533975	SLMO2-ATP5E	SLMO2-ATP5E readthrough	human	2
100533990	APOC4-APOC2	APOC4-APOC2 readthrough (NMD candidate)	human	1
100533997	LOC100533997	MAGEA10-MAGEA5 readthrough	human	1
100534012	TNFAIP8L2-SCNM1	TNFAIP8L2-SCNM1 readthrough	human	2
100534589	HOXA10-HOXA9	HOXA10-HOXA9 readthrough	human	1
100534592	URGCP-MRPS24	URGCP-MRPS24 readthrough	human	1
100534593	STX16-NPEPL1	STX16-NPEPL1 readthrough (NMD candidate)	human	1
100534595	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2 readthrough (NMD candidate)	human	1
100534599	ISY1-RAB43	ISY1-RAB43 readthrough	human	1
100534611	TM4SF19-DYNLT2B	TM4SF19-DYNLT2B readthrough (NMD candidate)	human	1
100534612	C1QTNF3-AMACR	C1QTNF3-AMACR readthrough (NMD candidate)	human	1
100551499	LINC00159	long intergenic non-protein coding RNA 159	human	1
100568447	IGHV3OR16-14	immunoglobulin heavy variable 3/OR16-14 (pseudogene)	human	
100616109	MIR4464	microRNA 4464	human	1
100616110	MIR2681	microRNA 2681	human	1
100616111	MIR4455	microRNA 4455	human	1
100616112	MIR4793	microRNA 4793	human	1
100616113	MIR4680	microRNA 4680	human	1
100616114	MIR4668	microRNA 4668	human	1
100616115	MIR4469	microRNA 4469	human	1
100616116	MIR4648	microRNA 4648	human	1
100616117	MIR4653	microRNA 4653	human	1
100616118	MIR4486	microRNA 4486	human	1
100616119	MIR4697	microRNA 4697	human	1
100616120	MIR4695	microRNA 4695	human	1
100616121	MIR1268B	microRNA 1268b	human	1
100616122	MIR4523	microRNA 4523	human	1
100616123	MIR4436B1	microRNA 4436b-1	human	1
100616124	MIR4647	microRNA 4647	human	1
100616126	MIR4686	microRNA 4686	human	1
100616127	MIR4448	microRNA 4448	human	1
100616128	MIR4679-1	microRNA 4679-1	human	1
100616129	MIR4445	microRNA 4445	human	1
100616130	MIR4526	microRNA 4526	human	1
100616131	MIR3689D1	microRNA 3689d-1	human	1
100616133	MIR4699	microRNA 4699	human	1
100616135	MIR4507	microRNA 4507	human	1
100616136	MIR4430	microRNA 4430	human	1
100616137	MIR4501	microRNA 4501	human	1
100616138	MIR4787	microRNA 4787	human	1
100616139	MIR4741	microRNA 4741	human	1
100616140	MIR4506	microRNA 4506	human	1
100616141	MIR4428	microRNA 4428	human	1
100616143	MIR4763	microRNA 4763	human	1
100616144	MIR548AN	microRNA 548an	human	1
100616146	MIR4534	microRNA 4534	human	1
100616147	MIR4769	microRNA 4769	human	1
100616148	MIR4760	microRNA 4760	human	1
100616149	MIR4512	microRNA 4512	human	1
100616150	MIR4720	microRNA 4720	human	1
100616151	MIR4480	microRNA 4480	human	1
100616152	MIR4804	microRNA 4804	human	1
100616153	MIR4726	microRNA 4726	human	1
100616154	MIR4466	microRNA 4466	human	1
100616155	MIR4536-1	microRNA 4536-1	human	1
100616157	MIR4772	microRNA 4772	human	1
100616158	MIR4505	microRNA 4505	human	1
100616159	MIR4779	microRNA 4779	human	1
100616160	MIR4655	microRNA 4655	human	1
100616161	MIR4795	microRNA 4795	human	1
100616162	MIR4483	microRNA 4483	human	1
100616163	MIR4530	microRNA 4530	human	1
100616164	MIR4420	microRNA 4420	human	1
100616165	MIR4771-2	microRNA 4771-2	human	1
100616166	MIR4796	microRNA 4796	human	1
100616167	MIR4722	microRNA 4722	human	1
100616168	MIR4754	microRNA 4754	human	1
100616169	MIR378D2	microRNA 378d-2	human	1
100616171	MIR4752	microRNA 4752	human	1
100616172	MIR4719	microRNA 4719	human	1
100616174	MIR4643	microRNA 4643	human	1
100616175	MIR4633	microRNA 4633	human	1
100616176	MIR4708	microRNA 4708	human	1
100616178	MIR4641	microRNA 4641	human	1
100616179	MIR4498	microRNA 4498	human	1
100616181	MIR4514	microRNA 4514	human	1
100616184	MIR4477A	microRNA 4477a	human	1
100616185	MIR371B	microRNA 371b	human	1
100616186	MIR4490	microRNA 4490	human	1
100616187	MIR4783	microRNA 4783	human	1
100616188	MIR3972	microRNA 3972	human	1
100616189	MIR4421	microRNA 4421	human	1
100616190	MIR548O2	microRNA 548o-2	human	1
100616191	MIR548AJ1	microRNA 548aj-1	human	1
100616192	MIR4679-2	microRNA 4679-2	human	1
100616193	MIR4453	microRNA 4453	human	1
100616194	MIR4477B	microRNA 4477b	human	1
100616195	MIR4718	microRNA 4718	human	1
100616196	MIR4525	microRNA 4525	human	1
100616201	MIR378D1	microRNA 378d-1	human	1
100616202	MIR4634	microRNA 4634	human	1
100616203	MIR4734	microRNA 4734	human	1
100616204	MIR4729	microRNA 4729	human	1
100616205	MIR4704	microRNA 4704	human	1
100616206	MIR4652	microRNA 4652	human	1
100616207	MIR4439	microRNA 4439	human	1
100616208	MIR4782	microRNA 4782	human	1
100616210	MIR4737	microRNA 4737	human	1
100616211	MIR4709	microRNA 4709	human	1
100616212	MIR3689F	microRNA 3689f	human	1
100616213	MIR4437	microRNA 4437	human	1
100616214	MIR4667	microRNA 4667	human	1
100616215	MIR548AL	microRNA 548al	human	1
100616216	MIR4797	microRNA 4797	human	1
100616218	MIR3135B	microRNA 3135b	human	1
100616219	MIR4765	microRNA 4765	human	1
100616220	MIR4736	microRNA 4736	human	1
100616221	MIR4662A	microRNA 4662a	human	1
100616222	MIR4487	microRNA 4487	human	1
100616223	MIR4509-1	microRNA 4509-1	human	1
100616224	MIR4753	microRNA 4753	human	1
100616225	MIR4756	microRNA 4756	human	1
100616226	MIR4468	microRNA 4468	human	1
100616227	MIR4502	microRNA 4502	human	1
100616228	MIR4509-2	microRNA 4509-2	human	1
100616229	MIR4473	microRNA 4473	human	1
100616230	MIR4646	microRNA 4646	human	1
100616231	MIR4519	microRNA 4519	human	1
100616232	MIR4528	microRNA 4528	human	1
100616235	MIR4457	microRNA 4457	human	1
100616236	MIR4669	microRNA 4669	human	1
100616237	MIR4640	microRNA 4640	human	1
100616238	MIR3529	microRNA 3529	human	1
100616239	MIR4705	microRNA 4705	human	1
100616240	MIR4496	microRNA 4496	human	1
100616242	MIR4673	microRNA 4673	human	1
100616243	MIR4759	microRNA 4759	human	1
100616244	MIR3976	microRNA 3976	human	1
100616245	MIR4661	microRNA 4661	human	1
100616246	MIR4799	microRNA 4799	human	1
100616247	MIR151B	microRNA 151b	human	1
100616248	MIR4724	microRNA 4724	human	1
100616249	MIR4768	microRNA 4768	human	1
100616250	MIR3960	microRNA 3960	human	1
100616251	MIR1587	microRNA 1587	human	1
100616252	MIR548AJ2	microRNA 548aj-2	human	1
100616253	MIR4762	microRNA 4762	human	1
100616254	MIR548AH	microRNA 548ah	human	1
100616255	MIR4662B	microRNA 4662b	human	1
100616256	MIR4721	microRNA 4721	human	1
100616257	MIR3975	microRNA 3975	human	1
100616259	MIR378I	microRNA 378i	human	1
100616260	MIR4663	microRNA 4663	human	1
100616261	MIR4504	microRNA 4504	human	1
100616262	MIR4701	microRNA 4701	human	1
100616264	MIR4527	microRNA 4527	human	1
100616265	MIR4433A	microRNA 4433a	human	1
100616266	MIR4733	microRNA 4733	human	1
100616267	MIR4776-1	microRNA 4776-1	human	1
100616268	MIR4472-1	microRNA 4472-1	human	1
100616269	MIR4639	microRNA 4639	human	1
100616270	MIR4651	microRNA 4651	human	1
100616271	MIR4637	microRNA 4637	human	1
100616272	MIR4422	microRNA 4422	human	1
100616273	MIR451B	microRNA 451b	human	1
100616274	MIR4802	microRNA 4802	human	1
100616275	MIR4508	microRNA 4508	human	1
100616276	MIR4538	microRNA 4538	human	1
100616277	MIR4522	microRNA 4522	human	1
100616278	MIR4540	microRNA 4540	human	1
100616279	MIR3974	microRNA 3974	human	1
100616280	MIR4503	microRNA 4503	human	1
100616281	MIR4788	microRNA 4788	human	1
100616282	MIR4738	microRNA 4738	human	1
100616283	MIR4766	microRNA 4766	human	1
100616284	MIR4489	microRNA 4489	human	1
100616285	MIR4645	microRNA 4645	human	1
100616286	MIR4676	microRNA 4676	human	1
100616287	MIR4495	microRNA 4495	human	1
100616288	MIR4665	microRNA 4665	human	1
100616289	MIR4475	microRNA 4475	human	1
100616290	MIR4529	microRNA 4529	human	1
100616291	MIR4791	microRNA 4791	human	1
100616292	MIR4690	microRNA 4690	human	1
100616293	MIR4510	microRNA 4510	human	1
100616294	MIR4740	microRNA 4740	human	1
100616295	MIR4764	microRNA 4764	human	1
100616296	MIR4678	microRNA 4678	human	1
100616297	MIR3977	microRNA 3977	human	1
100616299	MIR4450	microRNA 4450	human	1
100616300	MIR4710	microRNA 4710	human	1
100616301	MIR4674	microRNA 4674	human	1
100616302	MIR548X2	microRNA 548x-2	human	1
100616303	MIR3688-2	microRNA 3688-2	human	1
100616304	MIR4499	microRNA 4499	human	1
100616305	MIR548AE1	microRNA 548ae-1	human	1
100616306	MIR378H	microRNA 378h	human	1
100616307	MIR4757	microRNA 4757	human	1
100616308	MIR4666A	microRNA 4666a	human	1
100616309	MIR4472-2	microRNA 4472-2	human	1
100616310	MIR4650-1	microRNA 4650-1	human	1
100616311	MIR3973	microRNA 3973	human	1
100616312	MIR4478	microRNA 4478	human	1
100616313	MIR4749	microRNA 4749	human	1
100616314	MIR4750	microRNA 4750	human	1
100616315	MIR4781	microRNA 4781	human	1
100616316	MIR4524A	microRNA 4524a	human	1
100616317	MIR4777	microRNA 4777	human	1
100616318	MIR4664	microRNA 4664	human	1
100616319	MIR4493	microRNA 4493	human	1
100616320	MIR4481	microRNA 4481	human	1
100616321	MIR378G	microRNA 378g	human	1
100616322	MIR4682	microRNA 4682	human	1
100616323	MIR4482	microRNA 4482	human	1
100616324	MIR1245B	microRNA 1245b	human	1
100616325	MIR4460	microRNA 4460	human	1
100616326	MIR4636	microRNA 4636	human	1
100616328	MIR4424	microRNA 4424	human	1
100616329	MIR4700	microRNA 4700	human	1
100616330	MIR4491	microRNA 4491	human	1
100616331	MIR4650-2	microRNA 4650-2	human	1
100616332	MIR4716	microRNA 4716	human	1
100616333	MIR3689C	microRNA 3689c	human	1
100616334	MIR4790	microRNA 4790	human	1
100616335	MIR219B	microRNA 219b	human	1
100616336	MIR548AB	microRNA 548ab	human	1
100616337	MIR4747	microRNA 4747	human	1
100616338	MIR4794	microRNA 4794	human	1
100616339	MIR548AE2	microRNA 548ae-2	human	1
100616340	MIR4758	microRNA 4758	human	1
100616341	MIR4435-2	microRNA 4435-2	human	1
100616342	MIR4638	microRNA 4638	human	1
100616344	MIR3689D2	microRNA 3689d-2	human	1
100616345	MIR4426	microRNA 4426	human	1
100616346	MIR4649	microRNA 4649	human	1
100616347	MIR548AI	microRNA 548ai	human	1
100616348	MIR4659A	microRNA 4659a	human	1
100616349	MIR4451	microRNA 4451	human	1
100616350	MIR4660	microRNA 4660	human	1
100616351	MIR4670	microRNA 4670	human	1
100616352	MIR4642	microRNA 4642	human	1
100616355	MIR4531	microRNA 4531	human	1
100616356	MIR4774	microRNA 4774	human	1
100616357	MIR3591	microRNA 3591	human	1
100616358	MIR4800	microRNA 4800	human	1
100616359	MIR4730	microRNA 4730	human	1
100616361	MIR4775	microRNA 4775	human	1
100616362	MIR4533	microRNA 4533	human	1
100616363	MIR4735	microRNA 4735	human	1
100616364	MIR4785	microRNA 4785	human	1
100616365	MIR4425	microRNA 4425	human	1
100616366	MIR4743	microRNA 4743	human	1
100616367	MIR4467	microRNA 4467	human	1
100616368	MIR4688	microRNA 4688	human	1
100616369	MIR4713	microRNA 4713	human	1
100616370	MIR4771-1	microRNA 4771-1	human	1
100616371	MIR4746	microRNA 4746	human	1
100616372	MIR4659B	microRNA 4659b	human	1
100616373	MIR4770	microRNA 4770	human	1
100616374	MIR4539	microRNA 4539	human	1
100616375	MIR4438	microRNA 4438	human	1
100616376	MIR4492	microRNA 4492	human	1
100616377	MIR4803	microRNA 4803	human	1
100616378	MIR4784	microRNA 4784	human	1
100616379	MIR4511	microRNA 4511	human	1
100616380	MIR4671	microRNA 4671	human	1
100616381	MIR4456	microRNA 4456	human	1
100616382	MIR4509-3	microRNA 4509-3	human	1
100616383	MIR4675	microRNA 4675	human	1
100616384	MIR548AC	microRNA 548ac	human	1
100616385	MIR4732	microRNA 4732	human	1
100616386	MIR4654	microRNA 4654	human	1
100616387	MIR3064	microRNA 3064	human	1
100616388	MIR4723	microRNA 4723	human	1
100616390	MIR4427	microRNA 4427	human	1
100616391	MIR4684	microRNA 4684	human	1
100616392	MIR4773-1	microRNA 4773-1	human	1
100616393	MIR4657	microRNA 4657	human	1
100616394	MIR4444-1	microRNA 4444-1	human	1
100616395	MIR4789	microRNA 4789	human	1
100616396	MIR4712	microRNA 4712	human	1
100616397	MIR4440	microRNA 4440	human	1
100616398	MIR4681	microRNA 4681	human	1
100616399	MIR4436A	microRNA 4436a	human	1
100616400	MIR3198-2	microRNA 3198-2	human	1
100616401	MIR4520-1	microRNA 4520-1	human	1
100616402	MIR4696	microRNA 4696	human	1
100616403	MIR4691	microRNA 4691	human	1
100616404	MIR4515	microRNA 4515	human	1
100616405	MIR4518	microRNA 4518	human	1
100616406	MIR4521	microRNA 4521	human	1
100616408	MIR5047	microRNA 5047	human	1
100616409	MIR4711	microRNA 4711	human	1
100616410	MIR4692	microRNA 4692	human	1
100616413	MIR4462	microRNA 4462	human	1
100616414	MIR4761	microRNA 4761	human	1
100616415	MIR4535	microRNA 4535	human	1
100616416	MIR4727	microRNA 4727	human	1
100616417	MIR4786	microRNA 4786	human	1
100616418	MIR4773-2	microRNA 4773-2	human	1
100616419	MIR4434	microRNA 4434	human	1
100616420	MIR4744	microRNA 4744	human	1
100616421	MIR4689	microRNA 4689	human	1
100616422	MIR4537	microRNA 4537	human	1
100616423	MIR4703	microRNA 4703	human	1
100616424	MIR4707	microRNA 4707	human	1
100616425	MIR4748	microRNA 4748	human	1
100616426	MIR4694	microRNA 4694	human	1
100616428	MIR548AM	microRNA 548am	human	1
100616429	MIR4672	microRNA 4672	human	1
100616430	MIR4644	microRNA 4644	human	1
100616431	MIR4431	microRNA 4431	human	1
100616432	MIR4714	microRNA 4714	human	1
100616433	MIR4418	microRNA 4418	human	1
100616434	MIR4755	microRNA 4755	human	1
100616435	MIR4801	microRNA 4801	human	1
100616437	MIR1343	microRNA 1343	human	1
100616438	MIR4632	microRNA 4632	human	1
100616439	MIR4658	microRNA 4658	human	1
100616440	MIR548AG2	microRNA 548ag-2	human	1
100616441	MIR4474	microRNA 4474	human	1
100616447	MIR4780	microRNA 4780	human	1
100616449	MIR4725	microRNA 4725	human	1
100616450	MIR548AG1	microRNA 548ag-1	human	1
100616451	MIR4471	microRNA 4471	human	1
100616452	MIR2682	microRNA 2682	human	1
100616453	MIR4687	microRNA 4687	human	1
100616454	MIR4497	microRNA 4497	human	1
100616455	MIR548H5	microRNA 548h-5	human	1
100616456	MIR4476	microRNA 4476	human	1
100616457	MIR4693	microRNA 4693	human	1
100616459	MIR4745	microRNA 4745	human	1
100616460	MIR3689E	microRNA 3689e	human	1
100616463	MIR4452	microRNA 4452	human	1
100616464	MIR4778	microRNA 4778	human	1
100616465	MIR4656	microRNA 4656	human	1
100616466	MIR4520-2	microRNA 4520-2	human	1
100616467	MIR4767	microRNA 4767	human	1
100616468	MIR4742	microRNA 4742	human	1
100616470	MIR4488	microRNA 4488	human	1
100616471	MIR4798	microRNA 4798	human	1
100616472	MIR4776-2	microRNA 4776-2	human	1
100616473	MIR4432	microRNA 4432	human	1
100616474	MIR4715	microRNA 4715	human	1
100616475	MIR548AD	microRNA 548ad	human	1
100616476	MIR4446	microRNA 4446	human	1
100616477	MIR4442	microRNA 4442	human	1
100616478	MIR4494	microRNA 4494	human	1
100616479	MIR4635	microRNA 4635	human	1
100616480	MIR4479	microRNA 4479	human	1
100616481	MIR4423	microRNA 4423	human	1
100616482	MIR4685	microRNA 4685	human	1
100616483	MIR4751	microRNA 4751	human	1
100616484	MIR4470	microRNA 4470	human	1
100616485	MIR4447	microRNA 4447	human	1
100616486	MIR4698	microRNA 4698	human	1
100616487	MIR4517	microRNA 4517	human	1
100616488	MIR548AK	microRNA 548ak	human	1
100616490	MIR4706	microRNA 4706	human	1
100616491	MIR3978	microRNA 3978	human	1
100616492	MIR378F	microRNA 378f	human	1
100616493	MIR4441	microRNA 4441	human	1
100616494	MIR1269B	microRNA 1269b	human	1
100616495	MIR2392	microRNA 2392	human	1
100616498	MIR378E	microRNA 378e	human	1
100616499	MIR4435-1	microRNA 4435-1	human	1
100616500	MIR4683	microRNA 4683	human	1
100616530	CFAP418-AS1	CFAP418 antisense RNA 1	human	9
100616668	TPTE2P5	TPTE2 pseudogene 5	human	2
100628307	DIO2-AS1	DIO2 antisense RNA 1	human	1
100628560	MIR3155B	microRNA 3155b	human	1
100629121	LOC100629121	endonuclease domain containing 1 pseudogene	human	
100630919	LOC100630919	thymosin beta 4 X-linked pseudogene	human	
100630920	RPL10P18	ribosomal protein L10 pseudogene 18	human	
100630923	LOC100630923	LOC100289561-PRKRIP1 readthrough	human	1
100631239	KRT18P67	keratin 18 pseudogene 67	human	
100631242	LOC100631242	zinc finger protein 852 pseudogene	human	
100631243	LOC100631243	zinc finger protein 211 pseudogene	human	
100631247	GRAMD4P8	GRAM domain containing 4 pseudogene 8	human	
100631248	GRAMD4P3	GRAM domain containing 4 pseudogene 3	human	
100631249	GRAMD4P5	GRAM domain containing 4 pseudogene 5	human	
100631250	GRAMD4P6	GRAM domain containing 4 pseudogene 6	human	
100631251	GRAMD4P7	GRAM domain containing 4 pseudogene 7	human	
100631252	GRAMD4P1	GRAM domain containing 4 pseudogene 1	human	
100631253	TBC1D3P4	TBC1 domain family member 3 pseudogene 4	human	
100631254	CSPG4P11	chondroitin sulfate proteoglycan 4 pseudogene 11	human	
100631255	LOC100631255	arginine and serine rich coiled-coil 2 pseudogene	human	
100631258	LOC100631258	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma pseudogene	human	
100631260	MARK2P13	MARK2 pseudogene 13	human	
100631261	MARK2P14	MARK2 pseudogene 14	human	
100631265	MPHOSPH10P4	MPHOSPH10 pseudogene 4	human	
100631266	MPHOSPH10P9	MPHOSPH10 pseudogene 9	human	
100631267	MPHOSPH10P5	MPHOSPH10 pseudogene 5	human	
100631268	MPHOSPH10P8	MPHOSPH10 pseudogene 8	human	
100631269	SLC10A5P1	SLC10A5 pseudogene 1	human	
100631378	WDR87BP	WD repeat domain 87B, pseudogene	human	1
100631380	LOC100631380	protein phosphatase 6, regulatory subunit 2 pseudogene 1	human	
100631381	PPP6R2P1	protein phosphatase 6 regulatory subunit 2 pseudogene 1	human	
100631382	ZFAND6P1	zinc finger AN1-type containing 6 pseudogene 1	human	
100631383	FAM47E-STBD1	FAM47E-STBD1 readthrough	human	1
10064	VDAC1P2	voltage dependent anion channel 1 pseudogene 2	human	
100652736	LINC01311	long intergenic non-protein coding RNA 1311	human	1
100652739	RAET1E-AS1	RAET1E antisense RNA 1	human	2
100652740	PYCARD-AS1	PYCARD antisense RNA 1	human	1
100652743	LOC100652743	ig kappa chain V-III region VH-like pseudogene	human	
100652749	SPATA8-AS1	SPATA8 antisense RNA 1 (head to head)	human	2
100652758	LOC100652758	uncharacterized LOC100652758	human	2
100652759	PRICKLE2-AS1	PRICKLE2 antisense RNA 1	human	1
