Approved symbol	Chromosome	NCBI Gene ID
NAPSB	19q13.33	256236
NARF	17q25.3	26502
NARF-AS1	17q25.3	
NARF-AS2	17q25.3	105371941
NARF-IT1	17q25.3	100506001
NARS1	18q21.31	4677
NARS1P1	14q12	319127
NARS1P2	8q12.3	100287895
NARS2	11q14.1	79731
NASP	1p34.1	4678
NASPP1	8q12.2	282694
NAT1	8p22	9
NAT2	8p22	10
NAT8	2p13.1	9027
NAT8B	2p13.1	51471
NAT8L	4p16.3	339983
NAT9	17q25.2	26151
NAT10	11p13	55226
NAT14	19q13.42	57106
NAT16	7q22.1	375607
NATD1	17p11.2	256302
NATP	8p22	11
NAV1	1q32.1	89796
NAV2	11p15.1	89797
NAV2-AS1	11p15.1	
NAV2-AS2	11p15.1	
NAV2-AS3	11p15.1	
NAV2-AS4	11p15.1	399876
NAV2-AS5	11p15.1	100874012
NAV2-IT1	11p15.1	
NAV3	12q21.2	89795
NAXD	13q34	55739
NAXD-AS1	13q34	
NAXE	1q22	128240
NBAS	2p24.3	51594
NBAT1	6p22.3	729177
NBCCS		
NBDY	Xp11.21	550643
NBEA	13q13.3	26960
NBEA-AS1	13q13.3	
NBEAL1	2q33.2	65065
NBEAL2	3p21.31	23218
NBEAP1	15q11.2	606
NBEAP2	2q21.1	100418881
NBEAP3	22q11.1	100418905
NBEAP4	15q11.2	100418897
NBEAP5	14q11.2	100418903
NBEAP6	14q11.2	100418904
NBIA1	20p13-p12.3	
NBL1	1p36.13	4681
NBN	8q21.3	4683
NBP1		
NBPF1	1p36.13	55672
NBPF2P	1p36.12	343381
NBPF3	1p36.12	84224
NBPF4	1p13.3	148545
NBPF5P	1p13.3	100507044
NBPF6	1p13.3	653149
NBPF7P	1p12	343505
NBPF8	1p11.2	728841
NBPF9	1q21.2	400818
NBPF10	1q21.1	100132406
NBPF11	1q21.2	200030
NBPF12	1q21.1	149013
NBPF13P	1q21.1	644861
NBPF14	1q21.2	25832
NBPF15	1q21.1	284565
NBPF16	1q21.1	
NBPF17P	1q21.1	401967
NBPF18P	1q21.3	441908
NBPF19	1q21.2	101060226
NBPF20	1q21.1	100288142
NBPF21P	3p22.2	205655
NBPF22P	5q14.3	285622
NBPF23P	1q21.2	
NBPF24	1q21.1	
NBPF25P	1q21.1	101929780
NBPF26	1p11.2	101060684
NBR1	17q21.31	4077
NBR2	17q21.31	10230
NCA		
NCAD		
NCAL1	2p11.2	
NCALD	8q22.3	83988
NCAM1	11q23.2	4684
NCAM1-AS1	11q23.2	100288346
NCAM2	21q21.1	4685
NCAN	19p12	1463
NCAPD2	12p13.31	9918
NCAPD2P1	7p14.3	100421175
NCAPD3	11q25	23310
NCAPG	4p15.31	64151
NCAPG2	7q36.3	54892
NCAPGP1	8q24.12	100421096
NCAPGP2	15q13.2	100421148
NCAPH	2q11.2	23397
NCAPH2	22q13.33	29781
NCBP1	9q22.33	4686
NCBP2	3q29	22916
NCBP2-AS1	3q29	
NCBP2AS2	3q29	152217
NCBP2L	Xq22.3	392517
NCBP3	17p13.2	55421
NCCRP1	19q13.2	342897
NCDN	1p34.3	23154
NCEH1	3q26.31	57552
NCF1	7q11.23	653361
NCF1B	7q11.23	654816
NCF1C	7q11.23	654817
NCF2	1q25.3	4688
NCF4	22q12.3	4689
NCF4-AS1	22q12.3	107985578
NCK		
NCK1	3q22.3	4690
NCK1-DT	3q22.3	101927597
NCK2	2q12.2	8440
NCKAP1	2q32.1	10787
NCKAP1L	12q13.13-q13.2	3071
NCKAP1P1	Xq21.33	101060152
NCKAP5	2q21.2	344148
NCKAP5-AS1	2q21.2	101928185
NCKAP5-AS2	2q21.2	101928161
NCKAP5-IT1	2q21.2	
NCKAP5L	12q13.12	57701
NCKIPSD	3p21.31	51517
NCL	2q37.1	4691
NCLN	19p13.3	56926
NCLP1	9q34.3	100302751
NCLP2	Xq26.3	100379142
NCMAP	1p36.11	400746
NCMAP-DT	1p36.11	100506985
NCOA1	2p23.3	8648
NCOA2	8q13.3	10499
NCOA3	20q13.12	8202
NCOA4	10q11.22	8031
NCOA4P1	14q23.3	326605
NCOA4P2	4q22.1	728333
NCOA4P3	4q31.21	729497
NCOA4P4	5q31.2	642262
NCOA5	20q13.12	57727
NCOA5LP	16q12.1	
NCOA6	20q11.22	23054
NCOA7	6q22.31-q22.32	135112
NCOA7-AS1	6q22.32	
NCOR1	17p12-p11.2	9611
NCOR1P1	20p11.1	149934
NCOR1P2	17p11.2	729490
NCOR1P3	7p11.2	100874183
NCOR1P4	21p11.2	105379511
NCOR2	12q24.31	9612
NCR1	19q13.42	9437
NCR2	6p21.1	9436
NCR3	6p21.33	259197
NCR3LG1	11p15.1	374383
NCRNA00055	Xp22.33 and Yp11.32	
NCRNA00056	Xq21.31	
NCRNA00090	10q24.2	
NCRNA00091	Xp22.33 and Yp11.31	
NCRNA00098	21q22.3	
NCRNA00103	Xp22.33 and Yp11.31	
NCRNA00104	Xp22.33 and Yp11.31	
NCRNA00185	Yq11.222	
NCRNA00220	14	
NCRNA00250	8q24.22	
NCRNA00270	Yq11.23	
NCRNA00270B	Yq11.223	
NCRNA00291	14q21.1	
NCRUPAR	5q13.3	100302746
NCS1	9q34.11	23413
NCSTN	1q23.2	23385
NCSTNP1	21q21.3	
NCX1		
NDC1	1p32.3	55706
NDC80	18p11.32	10403
NDE1	16p13.11	54820
NDE1P1	1p13.3	100422372
NDE1P2	13q13.3	
NDEL1	17p13.1	81565
NDFIP1	5q31.3	80762
NDFIP1P1	12p12.3	100420792
NDFIP2	13q31.1	54602
NDFIP2-AS1	13q31.1	100874208
NDN	15q11.2	4692
NDNF	4q27	79625
NDNF-AS1	4q27	105377400
NDNL1		
NDOR1	9q34.3	27158
NDP	Xp11.3	4693
NDP-AS1	Xp11.3	
NDRG1	8q24.22	10397
NDRG2	14q11.2	57447
NDRG3	20q11.23	57446
NDRG4	16q21	65009
NDST1	5q33.1	3340
NDST1-AS1	5q33.1	102546298
NDST2	10q22.2	8509
NDST3	4q26	9348
NDST4	4q26	64579
NDUFA1	Xq24	4694
NDUFA2	5q31.3	4695
NDUFA3	19q13.42	4696
NDUFA3P1	19q13.31	100131388
NDUFA3P2	11q13.2	
NDUFA3P3	1q42.12	644482
NDUFA3P4	15q26.1	
NDUFA3P5	13q32.1	
NDUFA3P6	16p11.2	
NDUFA4	7p21.3	4697
NDUFA4L2	12q13.3	56901
NDUFA4P1	1p13.3	360165
NDUFA4P2	3q13.11	100287880
NDUFA5	7q31.32	4698
NDUFA5P1	11p15.4	4699
NDUFA5P2	8q22.3	
NDUFA5P3	9p22.1	100288035
NDUFA5P4	9p13.3	100128136
NDUFA5P5	3p11.1	100130327
NDUFA5P6	12q24.32	100288339
NDUFA5P7	Xq21.2	
NDUFA5P8	11p15.4	
NDUFA5P9	6q14.3	100289579
NDUFA5P10	1p13.3	
NDUFA5P11	16q12.1	
NDUFA5P12	8q11.1	100288013
NDUFA6	22q13.2	4700
NDUFA6-DT	22q13.2	100132273
NDUFA7	19p13.2	4701
NDUFA8	9q33.2	4702
NDUFA8P1	10q22.2	
NDUFA9	12p13.3	4704
NDUFA9P1	22q12.3	266625
NDUFA10	2q37.3	4705
NDUFA11	19p13.3	126328
NDUFA12	12q22	55967
NDUFA12P1	13q32.3	100527945
NDUFA13	19p13.11	51079
NDUFAB1	16p12.2	4706
NDUFAB1P1	6q13	
NDUFAF1	15q15.1	51103
NDUFAF2	5q12.1	91942
NDUFAF2P1	2p24.1	727919
NDUFAF2P2	11q24.3	100130783
NDUFAF3	3p21.31	25915
NDUFAF4	6q16.1	29078
NDUFAF4P1	15q21.1	100306975
NDUFAF4P2	7q21.3	402676
NDUFAF4P3	3p22.2	100422532
NDUFAF4P4	1q25.1	100128889
NDUFAF5	20p12.1	79133
NDUFAF6	8q22.1	137682
NDUFAF7	2p22.2	55471
NDUFAF8	17q25.3	284184
NDUFB1	14q31.3	4707
NDUFB1P1	3p21.31	100190952
NDUFB1P2	1q41	100380272
NDUFB2	7q34	4708
NDUFB2-AS1	7q34	100134713
NDUFB2P1	4q32.1	
NDUFB3	2q33.1	4709
NDUFB3P1	1p13.3	93993
NDUFB3P2	9q33.3	93994
NDUFB3P3	14q22.1	93996
NDUFB3P4	14q32.2	93995
NDUFB3P5	Xq27.2	93997
NDUFB4	3q13.33	4710
NDUFB4P1	3p14.1	100288654
NDUFB4P2	5q11.2	100132036
NDUFB4P3	17p11.2	100288420
NDUFB4P4	2p23.3	
NDUFB4P5	2p11.2	
NDUFB4P6	2q14.1	
NDUFB4P7	2p11.2	
NDUFB4P8	1p36.33	
NDUFB4P9	4q31.1	
NDUFB4P10	20q13.12	
NDUFB4P11	14q32.32	
NDUFB4P12	4p13	402175
NDUFB5	3q26.33	4711
NDUFB5P1	4q34.3	100288337
NDUFB5P2	Xq21.33	100422431
NDUFB6	9p21.1	4712
NDUFB7	19p13.12	4713
NDUFB8	10q24.31	4714
NDUFB8P1	14q24.3	326606
NDUFB8P2	17q23.1	729565
NDUFB8P3	11p13	100132286
NDUFB9	8q24.13	4715
NDUFB9P1	5q13.2	106050037
NDUFB9P2	7q32.3	100128596
NDUFB9P3	8q23.2	100129370
NDUFB10	16p13.3	4716
NDUFB10P1	15q21.3	100128711
NDUFB10P2	7q34	
NDUFB11	Xp11.3	54539
NDUFB11P1	11q14.3	390239
NDUFC1	4q31.1	4717
NDUFC2	11q14.1	4718
NDUFC2-KCTD14	11q14.1	100532726
NDUFS1	2q33.3	4719
NDUFS2	1q23.3	4720
NDUFS2L		
NDUFS3	11p11.2	4722
NDUFS4	5q11.2	4724
NDUFS5	1p34.3	4725
NDUFS5P1	6q23.3	
NDUFS5P2	1p21.3	100286918
NDUFS5P3	1p32.3	100288149
NDUFS5P4	4q23	100287817
NDUFS5P5	4q26	100128177
NDUFS5P6	8q13.2	
NDUFS5P7	17q11.2	100130794
NDUFS6	5p15.33	4726
NDUFS6P1	3q22.2	
NDUFS7	19p13.3	374291
NDUFS8	11q13.2	4728
NDUFV1	11q13.2	4723
NDUFV1-DT	11q13.2	100505621
NDUFV2	18p11.22	4729
NDUFV2-AS1	18p11.22	101927275
NDUFV2P1	19q13.42	4730
NDUFV3	21q22.3	4731
NEAT1	11q13.1	283131
NEB	2q23.3	4703
NEBL	10p12.31	10529
NEBL-AS1	10p12.31	100128511
NEC1		
NEC2		
NECAB1	8q21.3	64168
NECAB2	16q23.3	54550
NECAB3	20q11.22	63941
NECAP1	12p13.31	25977
NECAP1P1	7p14.1	442668
NECAP1P2	2p13.1	
NECAP2	1p36.13	55707
NECTIN1	11q23.3	5818
NECTIN1-AS1	11q23.3	105369525
NECTIN1-DT	11q23.3	102724301
NECTIN2	19q13.32	5819
NECTIN2P1	3q13.13	
NECTIN3	3q13.13	25945
NECTIN3-AS1	3q13.13	100506555
NECTIN4	1q23.3	81607
NECTIN4-AS1	1q23.3	105371471
NEDD1	12q23.1	121441
NEDD2		
NEDD3		
NEDD4	15q21.3	4734
NEDD4L	18q21.31	23327
NEDD6		
NEDD7	reserved	
NEDD8	14q12	4738
NEDD8-MDP1	14q12	100528064
NEDD8P1	1p31.1	100128775
NEDD9	6p24.2	4739
NEDD10	reserved	
NEF4		
NEF5		
NEFH	22q12.2	4744
NEFHP1	1p13.1	339396
NEFHP2	20q12	643172
NEFL	8p21.2	4747
NEFLL1	2p12-q11	
NEFLL2	7q34-q35	
NEFLP1	Yq11.223	359795
NEFM	8p21.2	4741
NEFMP1	10q21.1	100420737
NEGF1		
NEGF2		
NEGR1	1p31.1	257194
NEGR1-AS1	1p31.1	
NEGR1-IT1	1p31.1	
NEIL1	15q24.2	79661
NEIL2	8p23.1	252969
NEIL3	4q34.3	55247
NEK1	4q33	4750
NEK2	1q32.3	4751
NEK2-DT	1q32.3	91548
NEK2P1	14q11.2	326302
NEK2P2	22q11.1	100379667
NEK2P3	14q11.1	100158258
NEK2P4	2q21.1	100381202
NEK3	13q14.3	4752
NEK4	3p21.1	6787
NEK4P1	21q21.1	100421718
NEK4P2	17p11.2	100421734
NEK4P3	10q21.3	100421728
NEK5	13q14.3	341676
NEK6	9q33.3	10783
NEK7	1q31.3	140609
NEK8	17q11.2	284086
NEK9	14q24.3	91754
NEK10	3p24.1	152110
NEK11	3q22.1	79858
NELFA	4p16.3	7469
NELFB	9q34.3	25920
NELFCD	20q13.32	51497
NELFE	6p21.33	7936
NELL1	11p15.1	4745
NELL2	12q12	4753
NEM1	1p13-qter	
NEM2		
NEMF	14q21.3	9147
NEMP1	12q13.3	23306
NEMP2	2q32.2	100131211
NEMP2-DT	2q32.2	105376748
NENF	1q32.3	29937
NENFP1	1p33	
NENFP2	12q23.2	100129880
NENFP3	5p15.2	
NEO1	15q24.1	4756
NEP		
NEPNP	6q22.1	442253
NEPRO	3q13.2	25871
NEPRO-AS1	3q13.2	102723430
NES	1q23.1	10763
NET1	10p15.1	10276
NET1		
NETO1	18q22.3	81832
NETO1-DT	18q22.3	100505797
NETO2	16q12.1	81831
NEU1	6p21.33	4758
NEU2	2q37.1	4759
NEU3	11q13.4	10825
NEU4	2q37.3	129807
NEURL1	10q24.33	9148
NEURL1-AS1	10q24.33	102724341
NEURL1B	5q35.1	54492
NEURL2	20q13.12	140825
NEURL3	2q11.2	93082
NEURL4	17p13.1	84461
NEUROD1	2q31.3	4760
NEUROD2	17q12	4761
NEUROD3		
NEUROD4	12q13.2	58158
NEUROD6	7p14.3	63974
NEUROG1	5q31.1	4762
NEUROG2	4q25	63973
NEUROG2-AS1	4q25	105377372
NEUROG3	10q22.1	50674
NEXMIF	Xq13.3	340533
NEXN	1p31.1	91624
NEXN-AS1	1p31.1	374987
NF1	17q11.2	4763
NF1L3	2q33-q34	
NF1P1	15q11.2	100419006
NF1P2	15q11.2	440225
NF1P3	21q11.2	4764
NF1P4	14q11.2	100419029
NF1P5	18p11.21	4768
NF1P6	22q11.1	644637
NF1P7	14q11.2	100158257
NF1P8	2q21.1	401007
NF1P9	15q11.2	101930150
NF1P10	14q11.2	
NF1P11	14q11.2	
NF1P12	12q12	100418983
NF2	22q12.2	4771
NFAM1	22q13.2	150372
NFASC	1q32.1	23114
NFAT5	16q22.1	10725
NFATC1	18q23	4772
NFATC2	20q13.2	4773
NFATC2IP	16p11.2	84901
NFATC2IP-AS1	16p11.2	
NFATC3	16q22.1	4775
NFATC4	14q12	4776
NFATC5		
NFE2	12q13.13	4778
NFE2L1	17q21.32	4779
NFE2L1-DT	17q21.32	
NFE2L2	2q31.2	4780
NFE2L3	7p15.2	9603
NFE2L3P1	18q21.32	642996
NFE2L3P2	17q21.32	100272146
NFE4	7q22.1	58160
NFIA	1p31.3	4774
NFIA-AS1	1p31.3	645030
NFIA-AS2	1p31.3	100996570
NFIB	9p23-p22.3	4781
NFIB-AS1	9p22.3	
NFIC	19p13.3	4782
NFIL3	9q22.31	4783
NFILZ	19p13.2	105372267
NFIX	19p13.13	4784
NFIXL1		
NFIXL2		
NFIXL3		
NFIXL4		
NFIXL5		
NFKB1	4q24	4790
NFKB2	10q24.32	4791
NFKB3		
NFKBIA	14q13.2	4792
NFKBIB	19q13.2	4793
NFKBID	19q13.12	84807
NFKBIE	6p21.1	4794
NFKBIL1	6p21.33	4795
NFKBIZ	3q12.3	64332
NFRKB	11q24.3	4798
NFS1	20q11.22	9054
NFU1	2p13.3	27247
NFU1P1	3p22.1	100132681
NFU1P2	1p21.3	100132699
NFX1	9p13.3	4799
NFXL1	4p12	152518
NFYA	6p21.1	4800
NFYAP1	13q21.31	100130677
NFYB	12q23.3	4801
NFYBP1	3q13.13	440973
NFYC	1p34.2	4802
NFYC-AS1	1p34.2	100130557
NFYCP1	Xp21.1	100128345
NFYCP2	9q21.33	494127
NGB	14q24.3	58157
NGDN	14q11.2	25983
NGEF	2q37.1	25791
NGF	1p13.2	4803
NGF-AS1	1p13.2	
NGFR	17q21.33	4804
NGFR-AS1	17q21.33	100288866
NGL		
NGLY1	3p24.2	55768
NGRN	15q26.1	51335
NGRNP1	3q26.1	730129
NGRNP2	6q13	100131890
NGRNP3	7p22.3	402634
NGRNP4	6p22.3	
NHCP1	16	
NHCP2		
NHE1		
NHE2		
NHE3		
NHE3P		
NHEG1	6q23.3	100294720
NHEJ1	2q35	79840
NHERF1	17q25.1	9368
NHERF2	16p13.3	9351
NHERF4	11q23.3	79849
NHIP	22q13.32	105373085
NHLH1	1q23.2	4807
NHLH2	1p13.1	4808
NHLRC1	6p22.3	378884
NHLRC2	10q25.3	374354
NHLRC3	13q13.3	387921
NHLRC4	16p13.3	283948
NHP2	5q35.3	55651
NHP2P1	10q23.32	414200
NHP2P2	7p15.2	442290
NHS	Xp22.2-p22.13	4810
NHS-AS1	Xp22.13	
NHSL1	6q24.1	57224
NHSL1-AS1	6q24.1	441172
NHSL2	Xq13.1	340527
NHSL3	1p35.1	57648
NIBAN1	1q25.3	116496
NIBAN2	9q34.11	64855
NIBAN3	19p13.11	199786
NICN1	3p21.31	84276
NICN1-AS1	3p21.31	
NICN2P	Xp11.3	171176
NICOL1	4p16.3	401115
NID1	1q42.3	4811
NID2	14q22.1	22795
NIDDM1	2q	
NIDDM2	12q24.2	
NIF3L1	2q33.1	60491
NIFK	2q14.3	84365
NIFK-AS1	2q14.3	254128
NIFKP1	10p11.23	401825
NIFKP2	5q35.2	645398
NIFKP3	12p13.31	100270648
NIFKP4	15q24.2	100128707
NIFKP5	15q26.1	100128397
NIFKP6	19q13.41	100132796
NIFKP7	3p22.3	
NIFKP8	15q25.3	642907
NIFKP9	2q14.3	
NIHCOLE	5q21.2	107986389
NIM1K	5p12	167359
NIN	14q22.1	51199
NINJ1	9q22.31	4814
NINJ2	12p13.33	4815
NINJ2-AS1	12p13.33	100049716
NINL	20p11.21	22981
NIP1L	reserved	
NIP7	16q22.1	51388
NIP7P1	10q23.33	389997
NIP7P2	3q22.1	646392
NIP7P3	6q22.1	100421245
NIPA1	15q11.2	123606
NIPA2	15q11.2	81614
NIPA2P1	7q21.13	100132321
NIPA2P2	3p12.3	100130204
NIPA2P3	21q21.1	100128057
NIPA2P4	8q21.13	100421776
NIPA2P5	13q31.1	100874488
NIPAL1	4p12	152519
NIPAL1P1	20p11.21	100128078
NIPAL2	8q22.2	79815
NIPAL2-AS1	8q22.2	105375660
NIPAL3	1p36.11	57185
NIPAL4	5q33.3	348938
NIPAL4-DT	5q33.3	102724404
NIPBL	5p13.2	25836
NIPBL-DT	5p13.2	646719
NIPSNAP1	22q12.2	8508
NIPSNAP2	7p11.2	2631
NIPSNAP3A	9q31.1	25934
NIPSNAP3B	9q31.1	55335
NISCH	3p21.1	11188
NIT1	1q23.3	4817
NIT2	3q12.2	56954
NKAIN1	1p35.2	79570
NKAIN1P1	1q21.1	100462647
NKAIN1P2	2p11.2	100462648
NKAIN2	6q22.31	154215
NKAIN3	8q12.3	286183
NKAIN3-IT1	8q12.3	
NKAIN4	20q13.33	128414
NKAP	Xq24	79576
NKAPD1	11q23.1	55216
NKAPL	6p22.1	222698
NKAPP1	Xq24	158801
NKD1	16q12.1	85407
NKD2	5p15.33	85409
NKG2		
NKG7	19q13.41	4818
NKILA	20q13.31	105416157
NKIRAS1	3p24.2	28512
NKIRAS2	17q21.2	28511
NKPD1	19q13.32	284353
NKR		
NKRF	Xq24	55922
NKS1	6p21.3	
NKTR	3p22.1	4820
NKX1-1	4p16.3	54729
NKX1-2	10q26.13	390010
NKX2-1	14q13.3	7080
NKX2-1-AS1	14q13.3	100506237
NKX2-2	20p11.22	4821
NKX2-2-AS1	20p11.22	
NKX2-3	10q24.2	159296
NKX2-4	20p11.22	644524
NKX2-5	5q35.1	1482
NKX2-6	8p21.2	137814
NKX2-8	14q13.3	26257
NKX2A		
NKX3-1	8p21.2	4824
NKX3-2	4p15.33	579
NKX6-1	4q21.23	4825
NKX6-2	10q26.3	84504
NKX6-3	8p11.21	157848
NLE1	17q12	54475
NLGN1	3q26.31	22871
NLGN1-AS1	3q26.31	
NLGN2	17p13.1	57555
NLGN3	Xq13.1	54413
NLGN4X	Xp22.32-p22.31	57502
NLGN4Y	Yq11.221	22829
NLGN4Y-AS1	Yq11.221	100874056
NLK	17q11.2	51701
NLN	5q12.3	57486
NLRC3	16p13.3	197358
NLRC4	2p22.3	58484
NLRC5	16q13	84166
NLRP1	17p13	22861
NLRP2	19q13.42	55655
NLRP2B	Xp11.21	286430
NLRP3	1q44	114548
NLRP3P1	Xq22.3	347402
NLRP4	19q13.43	147945
NLRP5	19q13.43	126206
NLRP6	11p15.5	171389
NLRP7	19q13.42	199713
NLRP7P1	Xq26.2	100421039
NLRP8	19q13.43	126205
NLRP9	19q13.42	338321
NLRP9P1	12q24.33	347933
NLRP10	11p15.4	338322
NLRP11	19q13.43	204801
NLRP12	19q13.42	91662
NLRP13	19q13.43	126204
NLRP14	11p15.4	338323
NLRX1	11q23.3	79671
NLVCF	reserved	
NM	7q22-qter	
NMB	15q25.2	4828
NMBR	6q24.1	4829
NMBR-AS1	6q24.1	
NMD3	3q26.1	51068
NMD3P1	7q11.21	441238
NMD3P2	7p11.2	100286929
NMDAR1		
NMDAR2A		
NMDAR2B		
NMDAR2C		
NMDARA1		
NME1	17q21.33	4830
NME1-NME2	17q21.33	654364
NME1P1	13q12.11	
NME2	17q21.33	4831
NME2P1	12q24.23	283458
NME2P2	2p16.3	100289315
NME2P3	9q22.33	100288125
NME3	16p13.3	4832
NME4	16p13.3	4833
NME5	5q31.2	8382
NME6	3p21.31	10201
NME7	1q24.2	29922
NME8	7p14.1	51314
NME9	3q22.3	347736
NMI	2q23.3	9111
NMNAT1	1p36.22	64802
NMNAT1P1	14q31.1	326607
NMNAT1P2	1q23.3	100129160
NMNAT1P3	3q28	391603
NMNAT1P4	4q31.21	100132841
NMNAT1P5	15q22.2	100129256
NMNAT2	1q25.3	23057
NMNAT3	3q23	349565
NMOR1		
NMRAL1	16p13.3	57407
NMRAL2P	3q27.2	344887
NMRK1	9q21.13	54981
NMRK2	19p13.3	27231
NMS	2q11.2	129521
NMT1	17q21.31	4836
NMT2	10p13	9397
NMTRL-TAA1-1	4q32.1	100189325
NMTRL-TAA2-1	2q14.1	100189522
NMTRL-TAA3-1	1q43	100189520
NMTRL-TAA4-1	Xp11.21	100189377
NMTRL-TAA5-1	20q13.31	100189466
NMTRL-TAA6-1	8q11.1	100189456
NMTRP-TGG1-1	1q43	100189463
NMTRQ-CTG1-1	10p12.31	100189461
NMTRQ-TTG1-1	Xp11.21	100189475
NMTRQ-TTG2-1	7q34	100189516
NMTRQ-TTG3-1	2q14.1	100189215
NMTRQ-TTG4-1	3q13.12	100189489
NMTRQ-TTG5-1	16p13.3	100189397
NMTRQ-TTG6-1	12q13.12	100189510
NMTRQ-TTG7-1	2q21.1	100189445
NMTRQ-TTG8-1	Yp11.2	100189448
NMTRQ-TTG9-1	2q21.1	100189451
NMTRQ-TTG10-1	13q13.3	100189524
NMTRQ-TTG11-1	8p12	100189501
NMTRQ-TTG12-1	17p11.2	100189478
NMTRQ-TTG13-1	7p11.2	100189535
NMTRQ-TTG14-1	9p24.1	100189058
NMTRQ-TTG15-1	4q32.1	100189540
NMTRS-TGA1-1	2q21.1	100189055
NMTRS-TGA2-1	2q21.1	100189525
NMTRS-TGA3-1	17p11.2	100189512
NMTRV-TAC1-1	6q25.3	100189513
NMU	4q12	10874
NMUR1	2q37.1	10316
NMUR2	5q33.1	56923
NNAT	20q11.23	4826
NNMT	11q23.2	4837
NNO1	11p13	
NNT	5p12	23530
NNT-AS1	5p12	100652772
NOA1	4q12	84273
NOB1	16q22.1	28987
NOBOX	7q35	135935
NOC2L	1p36.33	26155
NOC2LP1	2q21.1	643276
NOC2LP2	2q21.1	401010
NOC3L	10q23.33	64318
NOC4L	12q24.33	79050
NOCT	4q31.1	25819
NOD1	7p14.3	10392
NOD2	16q12.1	64127
NODAL	10q22.1	4838
NOG	17q22	9241
NOL2	reserved	
NOL3	16q22.1	8996
NOL4	18q12.1	8715
NOL4L	20q11.21	140688
NOL4L-DT	20q11.21	149950
NOL6	9p13.3	65083
NOL7	6p23	51406
NOL8	9q22.31	55035
NOL8P1	4q32.3	402191
NOL9	1p36.31	79707
NOL10	2p25.1	79954
NOL11	17q24.2	25926
NOL12	22q13.1	79159
NOLC1	10q24.32	9221
NOLC1P1	Xp22.31	392426
NOM1	7q36.3	64434
NOMO1	16p13.11	23420
NOMO2	16p12.3	283820
NOMO3	16p13.11	408050
NONO	Xq13.1	4841
NONOP1	16q22.1	644035
NONOP2	2p16.1	100271700
NOP2	12p13.31	4839
NOP9	14q12	161424
NOP10	15q14	55505
NOP14	4p16.3	8602
NOP14-AS1	4p16.3	317648
NOP16	5q35.2	51491
NOP53	19q13.33	29997
NOP53-AS1	19q13.33	
NOP56	20p13	10528
NOP56P1	6p22.1	646192
NOP56P2	9p21.3	402360
NOP56P3	12q21.2	
NOP58	2q33.1	51602
NOPCHAP1	12q23.3	121053
NORAD	20q11.23	647979
NOS1	12q24.22	4842
NOS1AP	1q23.3	9722
NOS2	17q11.2	4843
NOS2P1	17q11.2	645740
NOS2P2	17p11.2	201288
NOS2P3	17p11.2	339256
NOS2P4	17p11.2	266619
NOS3	7q36.1	4846
NOSIP	19q13.33	51070
NOSTRIN	2q24.3	115677
NOT1		
NOT2		
NOT3		
NOT4		
NOTCH1	9q34.3	4851
NOTCH2	1p12	4853
NOTCH2NLA	1q21.1	388677
NOTCH2NLB	1q21.2	100996763
NOTCH2NLC	1q21.2	100996717
NOTCH2NLR	1p11.2	101929796
NOTCH2P1	1p12	100420260
NOTCH3	19p13.12	4854
NOTCH4	6p21.32	4855
NOTO	2p13.2	344022
NOTUM	17q25.3	147111
NOVA1	14q12	4857
NOVA1-DT	14q12	102725045
NOVA2	19q13.32	4858
NOVA3		
NOX1	Xq22.1	27035
NOX3	6q25.3	50508
NOX4	11q14.3	50507
NOX4P1	11p11.12	729960
NOX5	15q23	79400
NOXA1	9q34.3	10811
NOXO1	16p13.3	124056
NOXRED1	14q24.3	122945
NPAP1	15q11.2	23742
NPAP1L	16q21	729159
NPAP1P1	10q11.23	100420827
NPAP1P2	10q22.3	100420829
NPAP1P3	10q23.2	100420830
NPAP1P4	9q21.31	100533674
NPAP1P5	9q22.1	100420671
NPAP1P6	9q21.31	100533675
NPAP1P7	9q22.1	
NPAP1P8	9q21.32	100420670
NPAP1P9	9q22.1	392364
NPAP60L		
NPAS1	19q13.32	4861
NPAS2	2q11.2	4862
NPAS2-AS1	2q11.2	101927142
NPAS3	14q13.1	64067
NPAS4	11q13.2	266743
NPAT	11q22.3	4863
NPB	17q25.3	256933
NPBWR1	8q11.23	2831
NPBWR2	20q13.33	2832
NPC1	18q11.2	4864
NPC1L1	7p13	29881
NPC2	14q24.3	10577
NPCDR1	3p14.2 not on reference assembly	
NPDC1	9q34.3	56654
NPEPL1	20q13.32	79716
NPEPPS	17q21.32	9520
NPEPPSP1	17q12	440434
NPEPPSP2	3p24.3	
NPFF	12q13.13	8620
NPFFR1	10q22.1	64106
NPFFR2	4q13.3	10886
NPH1		
NPHL1	Xp11.4-p11.3	
NPHL2		
NPHP1	2q13	4867
NPHP2	9q22-q31	
NPHP3	3q22.1	27031
NPHP3-ACAD11	3q22.1	100532724
NPHP3-AS1	3q22.1	348808
NPHP4	1p36.31	261734
NPHS1	19q13.12	4868
NPHS2	1q25.2	7827
NPIPA1	16p13.11	9284
NPIPA2	16p13.11	642799
NPIPA3	16p13.11	642778
NPIPA5	16p13.11	100288332
NPIPA6	16p13.11	
NPIPA7	16p13.11	101059938
NPIPA8	16p12.3	101059953
NPIPA9	16p12.3	105376752
NPIPB1P	18p11.21	729602
NPIPB2	16p13.13	729978
NPIPB3	16p12.2	23117
