"treatment_name","Yes (p-value)","Filopodia (p-value)","Yes (mean diff)","Filopodia (mean diff)","Yes (combined error)","Filopodia (combined error)"
"LELP1 (late cornified envelope like proline rich 1)",0.15567650727050086,0.09605079942201611,-0.06600454961521263,-0.024627127966965534,0.20756063806704986,0.09096564415939255
"LEMD1 (LEM domain containing 1)",0.0006542936599340798,0.8672018608442316,0.1976052504795891,0.0030305199793261295,0.19557559232765154,0.09521016930895672
"LENEP (lens epithelial protein)",0.004473498302284051,0.844958830180238,0.11798395213919677,-0.01140374570361391,0.1953158906147228,0.15021233901997605
"LENG1 (leukocyte receptor cluster member 1)",0.013151367146453818,0.5927130433890899,0.1394507515278517,-0.013971851954670711,0.20347733436491217,0.10255187566498648
"LENG9 (leukocyte receptor cluster member 9)",0.11078302658934036,0.5926614152945642,-0.07802597351964968,-0.02387438427559241,0.2079761268775515,0.12678836262777038
"LEO1 (LEO1 homolog, Paf1/RNA polymerase II complex component)",0.07463985290626018,0.38338298670227133,-0.03107932667820479,-0.030069806049533465,0.19182577226370393,0.11111783037958867
"LEP (leptin)",0.023526407969643337,0.01846766230432295,0.08838577379167512,0.0902934968184625,0.19767542009785222,0.10201445100114051
"LETM2 (leucine zipper and EF-hand containing transmembrane protein 2)",0.0010652254795699978,0.9697374647738388,0.06908206852639742,0.001091440081602002,0.19080072849696442,0.10618482124200831
"LETMD1 (LETM1 domain containing 1)",0.19753370637508372,0.14600859336853422,-0.022618245124729652,0.029283698038517603,0.19236509250824757,0.09459575335714115
"LFNG (LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)",0.003246440202175682,0.5273018471092401,0.08085489083438013,0.01993541054786141,0.19204887593917191,0.10851995459919635
"LGALS1 (galectin 1)",0.00028426399737857544,0.14939781829415533,0.1420407257959766,0.04009848002857774,0.19197376909721223,0.1007948278679229
"LGALS12 (galectin 12)",0.0024145573376261886,0.0003325776026457117,-0.2708394336502573,-0.12819765993004606,0.22328856316759446,0.09472739126460886
"LGALS13 (galectin 13)",0.0000012665361779351514,0.6854842032378907,-0.506925336277521,-0.014008845112545576,0.1921278440152434,0.113079688811978
"LGALS2 (galectin 2)",0.024124084341980323,0.9144272848397212,0.0935706519798456,-0.0020202653500901446,0.19874952443585484,0.09580453822149111
"LGALS3 (galectin 3)",0.9133122610329933,0.5022291782861066,0.0027879748918464564,-0.02059375507420702,0.20506630110252405,0.12763147298365815
"LGALS3BP (galectin 3 binding protein)",0.0014859847851087515,0.3496729177485234,-0.12599141649625678,-0.0284475177242709,0.1934282390454079,0.10600237864235297
"LGALS4 (galectin 4)",0.0017228772626187716,0.316929221334179,0.1834891189521195,0.015251197235086333,0.19779726348548007,0.09226889653299622
"LGALS7B (galectin 7B)",0.4205310228120185,0.38084485360990605,-0.02196807420720237,-0.03054947790094198,0.19727004587520056,0.11154286933103597
"LGALS8 (galectin 8)",0.005686043009141883,0.03837572679164314,-0.08600731481661572,-0.05290871572023398,0.20407052175535878,0.11129115245352132
"LGALS8-AS1 (LGALS8 antisense RNA 1)",0.00007422274753521307,0.0488102689842449,-0.4961605654893345,0.04435539883240053,0.20155872676475833,0.09428063093386202
"LGALS9 (galectin 9)",0.00038081397906131187,0.01104377692446934,0.21370802771746367,-0.1138904813000039,0.19500518502769207,0.10433860756460629
"LGALS9B (galectin 9B)",0.0008259582910348229,0.725484596647934,0.18911053573331216,0.016571358527195545,0.19573324594019983,0.13150118376810513
"LGALS9C (galectin 9C)",0.4462523695111207,0.029583318750777465,-0.03349566458379649,-0.08415263959801583,0.20926467460100123,0.10423451495616451
"LGALSL (galectin like)",0.7764373549443297,0.22566353211023293,0.01252715887208633,0.019723210636899136,0.21073297753033932,0.09259744140870114
"LGI1 (leucine rich glioma inactivated 1)",0.0027029321730855926,0.4800824277367197,-0.12323285143610796,0.034668891971858684,0.19444943956618965,0.13248683443998105
"LGI3 (leucine rich repeat LGI family member 3)",0.007862612798705593,0.12567864270846485,0.04263864928587946,0.03963201574563796,0.19369137512077017,0.11457303626292124
"LGI4 (leucine rich repeat LGI family member 4)",0.09445042851522656,0.6793252521401998,-0.05990635590177873,0.011164272180247792,0.1992963447512165,0.10376297036461463
"LGMN (legumain)",0.00002485372024940702,0.010441112856207635,-0.5163700108806957,0.06658743457035626,0.1975277231084855,0.09337165501109983
"LGR5 (leucine rich repeat containing G protein-coupled receptor 5)",0.9826612524348186,0.5596778604062527,-0.0010293765983320213,0.013044354713904693,0.2140457277019505,0.09862835343896549
"LGR6 (leucine rich repeat containing G protein-coupled receptor 6)",0.01007889133250539,0.7352679678248557,0.09314768668987794,-0.012115828197643619,0.19515008910032294,0.1149039734608862
"LHFPL1 (LHFPL tetraspan subfamily member 1)",0.002383808932385545,0.9064772965281427,0.13453515995802523,0.0022609386954508537,0.2153035254122148,0.10539981021764366
"LHFPL2 (LHFPL tetraspan subfamily member 2)",0.0005259856288539755,0.3942473573327785,0.21954137406930319,-0.028729441472541473,0.19615641689268187,0.11026939417366156
"LHFPL3 (LHFPL tetraspan subfamily member 3)",0.2090957521909167,0.34818200253100606,-0.01890303401479887,-0.013230821995813269,0.19448137735895513,0.09694112994634145
"LHFPL4 (LHFPL tetraspan subfamily member 4)",0.00025865111039791167,0.03977850512927272,-0.15519372736139403,-0.11197865212831992,0.19224872626468878,0.12075919356624958
"LHFPL5 (LHFPL tetraspan subfamily member 5)",1.4072721432611957e-8,0.0043730820085619015,0.23177448720915783,-0.08368469883270585,0.1944996605805369,0.11199791892827075
"LHPP (phospholysine phosphohistidine inorganic pyrophosphate phosphatase)",0.007065817921559248,0.09911135036184127,-0.09954060986367019,-0.04895232979256292,0.21021407135737943,0.12125793992606866
"LHX4 (LIM homeobox 4)",0.8111225764270764,0.5536636974724416,-0.007227107530858312,0.02305132783032332,0.1997853859449112,0.11829395144415775
"LHX6 (LIM homeobox 6)",0.05819024344596335,0.08421871387945967,0.05255831916664,0.09466714208093346,0.19484269373044452,0.12729682876096157
"LHX8 (LIM homeobox 8)",0.002850050849260599,0.1842427532986579,0.17158630013209608,-0.02855037375165742,0.1988449881007544,0.09598000860669358
"LHX9 (LIM homeobox 9)",0.0015790900464141,0.4106590493865814,0.08917339498470434,0.04300969848237701,0.1917349155638512,0.13638901097840564
"LIAS (lipoic acid synthetase)",0.5061558567468774,0.31406537853999783,0.026038907293589486,-0.026158844883205745,0.22360573669814876,0.11674509364969822
"LIF (LIF interleukin 6 family cytokine)",0.00006359858654336747,0.24962394829777934,0.26336086987002116,-0.03253498169209418,0.1932843935090328,0.10269764146548728
"LIG1 (DNA ligase 1)",0.004527091964909413,0.9867432586064382,0.11534313695960607,-0.0005111542557716953,0.19511052666738016,0.10862891892090615
"LIG3 (DNA ligase 3)",0.27967580699121,0.09596537080395318,-0.05353191949168701,-0.03980191609543521,0.23984279916029003,0.11045300663415576
"LIG4 (DNA ligase 4)",0.25984864804318963,0.9264589777661174,0.03945580763674372,0.0027877014535259703,0.2011213407580036,0.1079099043466935
"LILRA1 (leukocyte immunoglobulin like receptor A1)",0.36998775154914076,0.2509455183603282,-0.03624109697368694,-0.026860524777594874,0.20583061221620322,0.09812978577716419
"LILRA2 (leukocyte immunoglobulin like receptor A2)",2.1777162628744406e-7,0.05406607969660149,-0.5161966835733087,-0.10279507191919701,0.19119113100990937,0.1219769388191197
"LILRA3 (leukocyte immunoglobulin like receptor A3)",0.07477838075195775,0.6579904573565647,0.06771137068515876,-0.018504772281635162,0.20348044542932495,0.1300370934985484
"LILRA4 (leukocyte immunoglobulin like receptor A4)",0.22446238600439883,0.592937753536187,0.04184645747025173,-0.01767200842497002,0.200443797509855,0.11072523457864746
"LILRB1 (leukocyte immunoglobulin like receptor B1)",0.1345163115988557,0.012415347291257817,-0.040624801611685135,-0.05869978421213923,0.19569578746267607,0.092554063338178
"LILRB4 (leukocyte immunoglobulin like receptor B4)",0.017809093903212725,0.12490888773661935,-0.07569527862460201,0.05039933225793025,0.19469816868439432,0.10495469967866838
"LILRB5 (leukocyte immunoglobulin like receptor B5)",0.0000428778910341876,0.30223778630185105,0.2163917171022528,-0.0172224043911951,0.19193065475492443,0.0931791847255673
"LIM2 (lens intrinsic membrane protein 2)",0.07860623554814072,0.009120919789555648,0.0383582965523559,0.09695351079797859,0.1931056095514896,0.09874429636486765
"LIMCH1 (LIM and calponin homology domains 1)",0.0000013556962803473738,0.014136280274425594,0.21100045194049522,0.056878273732337725,0.190493870783035,0.09261647630124203
"LIMD1 (LIM domains containing 1)",0.3562885335581747,0.005326189275403959,-0.02052431534257182,0.14168906750887372,0.1945724171187195,0.10473747113410174
"LIMD2 (LIM domain containing 2)",0.017856709299463702,0.3183310793942973,0.09135292784210725,0.030290974146179317,0.19692949258587739,0.10564049211029873
"LIME1 (Lck interacting transmembrane adaptor 1)",0.00797341136086449,0.0034697643821486324,0.10871447280467716,0.11046591894133134,0.19618005550235137,0.09617719788478239
"LIMK1 (LIM domain kinase 1)",3.485421395943433e-8,0.00013854151614567378,0.1756305543574619,-0.15593652169442002,0.19323720508663889,0.11727977439281866
"LIMK2 (LIM domain kinase 2)",0.7738254278860113,0.9317675815845354,0.014483950127117562,0.002548357777689081,0.24447816745986856,0.1264324587407919
"LIMS1 (LIM zinc finger domain containing 1)",0.029093362382755616,0.21847175258362683,-0.1587690350475156,-0.04522760052303504,0.21761439985987785,0.11150403055622415
"LIMS2 (LIM zinc finger domain containing 2)",0.0436552747330714,0.2771646815489932,-0.12049809442387893,-0.02689765437759123,0.21106547187541252,0.09956479177108978
"LIMS3 (LIM zinc finger domain containing 3)",0.0029177630693630885,0.003694389505188189,0.13061729941765343,0.09787739511882304,0.19520539914912516,0.09460504293849704
"LIN28A (lin-28 homolog A)",0.39382606878155135,0.03154165242868201,0.02295327296502725,0.09608133629758481,0.19699481088905882,0.10964753855330552
"LIN28B (lin-28 homolog B)",0.0001324659994990096,0.19505645092742419,0.18032328367592831,-0.06241212662843565,0.1922252934427431,0.1252443812989725
"LIN37 (lin-37 DREAM MuvB core complex component)",0.000001920977787062128,0.3836188873271278,0.15937556208860404,-0.026698287777882135,0.20599236910208743,0.14427281464852557
"LIN52 (lin-52 DREAM MuvB core complex component)",0.000020075225656057682,0.17922952332033049,0.20534358619484516,-0.027120245633891926,0.19128918393869676,0.09495466628633203
"LIN7A (lin-7 homolog A, crumbs cell polarity complex component)",0.0010986831425117138,0.28360236925880145,0.16177348246885948,0.02598187397128554,0.19485428860837506,0.09913467573791421
"LIN7B (lin-7 homolog B, crumbs cell polarity complex component)",0.005728132645677064,0.061469470563256134,0.1949926380455943,-0.0700020702086589,0.20639174559604606,0.10639457049219195
"LIN7C (lin-7 homolog C, crumbs cell polarity complex component)",0.004140858336332487,0.002132820612669617,0.20391406020786795,-0.08790104285467004,0.20506176330734088,0.09185007848065678
"LIN9 (lin-9 DREAM MuvB core complex component)",0.3309098935944319,0.013657039064361554,-0.02765651053752316,-0.07223526168909006,0.19760702577618952,0.09550122067447736
"LINC00115 (long intergenic non-protein coding RNA 115)",0.000005827215463716229,0.27853731999050857,0.22416990856032148,-0.021861064121968143,0.19094040501024276,0.09563508045264965
"LINC00173 (long intergenic non-protein coding RNA 173)",0.018867737803112128,0.13167152996186648,0.13756854348111414,-0.028670672431414412,0.20618354207077422,0.0936885723650393
"LINC00174 (long intergenic non-protein coding RNA 174)",0.0004889912918841777,0.5460003251409462,0.22193293632654343,-0.009050794410270568,0.1960697931912326,0.09254303991380454
"LINC00242 (long intergenic non-protein coding RNA 242)",0.01485672179116082,0.11730365857966318,-0.07504175078718067,-0.07557760130148755,0.19413244767065052,0.12178823607032607
"LINC00305 (long intergenic non-protein coding RNA 305)",7.190319932792733e-7,0.1828249568797058,-0.5137210039918536,-0.04223753200923136,0.1917716042330315,0.10521295576145481
"LINC00312 (long intergenic non-protein coding RNA 312)",0.018031353613533252,0.00681676957180577,0.12028573821484745,-0.09829738550887918,0.20210353519992336,0.09737762625970005
"LINC00314 (long intergenic non-protein coding RNA 314)",0.000059335833543228134,0.7389419389192586,-0.5015945702416121,-0.005939794731077586,0.20062933804743777,0.0948776813666587
"LINC00346 (long intergenic non-protein coding RNA 346)",0.00035458623071060735,0.8756675646492691,0.21833571129281826,0.004648484063813407,0.19504303945774398,0.10726494247591423
"LINC00469",0.00010687849239809921,0.006870461912638293,-0.4681517260501441,0.060157452900016783,0.20228812196723017,0.09131544203436595
"LINC00471 (long intergenic non-protein coding RNA 471)",0.022847702683161497,0.11226720088803055,0.041479859309966005,0.0437452098166764,0.19145650947822257,0.0997571290466881
"LINC00477 (long intergenic non-protein coding RNA 477)",0.08175835365287698,0.026878758702800543,0.05904894475576783,0.09582098062309757,0.19802945703178376,0.10757769027912283
"LINC00479 (long intergenic non-protein coding RNA 479)",0.16862537334309047,0.004481020652546297,-0.06682550302100576,0.029891143576574575,0.20944105435156588,0.0882206788569481
"LINC00482 (long intergenic non-protein coding RNA 482)",0.37079163536032067,0.8557358597129259,-0.052515100101395484,-0.005640342651371644,0.2225055428796806,0.10886814925759433
"LINC00508 (long intergenic non-protein coding RNA 508)",0.00032842004575961425,0.8368695667192039,0.18388629012619329,-0.003804494408391146,0.19348960204758775,0.09549354742681435
"LINC00526 (long intergenic non-protein coding RNA 526)",6.986880860537781e-7,0.013511533323304237,-0.5168080099955951,-0.10282383138606077,0.19177054197783608,0.10303948650579797
"LINC00574 (long intergenic non-protein coding RNA 574)",0.07289635045685361,0.5047244814847738,0.08208736827522611,-0.020796924772619185,0.20426038532519805,0.10796478441114285
"LINC00588 (long intergenic non-protein coding RNA 588)",0.3161014002261724,0.09594660476819339,-0.026828266806624423,-0.06131167059520304,0.19663778174335264,0.10782326045429146
"LINC00597 (long intergenic non-protein coding RNA 597)",0.0000047079776936964635,0.2340819656348545,-0.5206382714362492,-0.039270246382876794,0.1937167946112352,0.10750848455193097
"LINC00636 (long intergenic non-protein coding RNA 636)",0.5261228690845527,0.06520116063052628,0.019104521720913925,-0.04956105348484646,0.1992606418826225,0.09778921742179857
"LINC00638 (long intergenic non-protein coding RNA 638)",0.0047901560725529535,0.12468353422061251,-0.16375779131154744,-0.027694908516404493,0.20059923202997273,0.09300072318369138
"LINC00671 (long intergenic non-protein coding RNA 671)",0.0012401437904865364,0.05314755621222811,-0.15475888286357276,-0.08004179104715858,0.19472234220136272,0.10942039827289789
"LINC00852 (long intergenic non-protein coding RNA 852)",0.00018765881901217085,0.9414378823242631,-0.4774658506342007,-0.0009461681314237858,0.2066461196449635,0.09138750044499595
"LINC00895 (long intergenic non-protein coding RNA 895)",0.018795979019053055,0.014281102710527849,0.09879706159055635,0.06900484343484697,0.198376501849247,0.0950113799384278
"LINC00898 (long intergenic non-protein coding RNA 898)",0.00163801393173868,0.00005703703158443929,0.0947019362431133,0.09970324660275981,0.19200637693727027,0.08852925033301819
"LINC00923 (long intergenic non-protein coding RNA 923)",0.0000864217822340585,0.6910338014577051,0.14212545816219302,0.00825246653348194,0.19116950240212177,0.0973819815930211
